user_id,ring_id,ring_type,is_fraud_ring,tx_count,amount_mean,amount_std,amount_max,amount_log_mean,online_rate,night_rate,merchant_count,category_count,tx_per_merchant,device_id_degree_max,device_id_degree_mean,ip_id_degree_max,ip_id_degree_mean,card_id_degree_max,card_id_degree_mean,merchant_degree_max,merchant_degree_mean,mule_merchant_rate,mule_merchant_count,component_id,component_size,shared_device_ip_pressure,graph_risk_score,n2v_00,n2v_01,n2v_02,n2v_03,n2v_04,n2v_05,n2v_06,n2v_07,n2v_08,n2v_09,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15
u_00629,none,none,0,4.0,32.225,11.318900123245193,48.88,3.4653248141008652,0.5,0.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,30.0,26.0,0.0,0.0,u_05254,7509,8.0,4.359500345896447,0.9396866,-0.03344409,-0.13337345,0.00043613053,-0.051574215,-0.102351114,-0.13196231,-0.09837579,0.03401999,-0.0027483243,0.10607218,-0.054933015,0.032461125,0.036727097,-0.14945072,-0.13297492
u_00630,none,none,0,3.0,62.71,68.16635827151103,141.33,3.7763221680418777,1.0,0.0,3.0,3.0,1.0,2.0,1.5,1.0,1.0,1.0,1.0,25.0,23.666666666666668,0.0,0.0,u_05254,7509,4.0,4.177375546378184,0.87457657,-0.041557524,-0.10073641,0.070915714,-0.0015096971,-0.116261914,0.063596815,-0.23027253,-0.046243053,0.1690769,-0.20703723,0.10720923,-0.047554187,-0.22193314,0.08642117,0.059622906
u_00631,none,none,0,6.0,30.58,16.270327593505915,63.63,3.374443347527371,0.5,0.0,6.0,3.0,1.0,2.0,2.0,15.0,15.0,1.0,1.0,36.0,24.666666666666668,0.0,0.0,u_05254,7509,18.0,4.581690087985818,0.86693877,-0.07484214,-0.22210503,-0.0024172643,-0.18446225,0.05146636,0.009133831,0.037179198,0.02841779,-0.054222558,-0.009661767,-0.35381514,-0.09229738,0.031179497,0.012434554,-0.12909997
u_00632,none,none,0,3.0,63.973333333333336,72.82553146619209,145.02,3.4601314326392365,1.0,0.3333333333333333,3.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,31.0,25.333333333333332,0.0,0.0,u_05254,7509,8.0,4.365850085559363,0.878937,-0.09050897,0.052278813,0.011677772,0.028579636,-0.05767895,0.09589121,0.065914765,-0.12521718,-0.05498524,-0.061712906,-0.10523099,-0.13132095,0.35057533,0.07787422,-0.13757688
u_00633,none,none,0,3.0,23.876666666666665,8.904584961318148,31.34,3.163824899114149,0.6666666666666666,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,25.666666666666668,0.0,0.0,u_00633,1,3.0,1.2694145798083847,0.7549425,-0.09950552,-0.064863704,-0.15467915,-0.26444045,0.25613078,0.34890148,0.1413615,0.009506105,0.01116982,0.17738007,-0.07798845,-0.13196798,-0.16494487,0.0023630538,0.17997652
u_00634,none,none,0,4.0,19.2025,2.9588215559577087,22.05,2.997131253313526,0.5,0.25,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,31.0,24.75,0.0,0.0,u_05254,7509,4.0,4.218903419333833,0.9055519,-0.10389175,-0.08432931,-0.017900785,-0.073342904,-0.12184271,0.010712243,-0.19204934,0.036596738,0.0063141743,-0.12611502,-0.023324303,-0.0975408,-0.22938383,0.05653994,0.14619114
u_00635,none,none,0,3.0,31.49333333333333,34.32797887049765,69.32,2.874795292834156,0.0,0.0,3.0,3.0,1.0,4.0,4.0,3.0,2.5,2.0,2.0,32.0,26.0,0.0,0.0,u_05254,7509,9.0,4.39834454620717,0.84323794,-0.07694176,-0.078806646,-0.042536538,-0.13550921,-0.18346031,0.076622255,-0.19906175,-0.008296053,0.0040675104,-0.2587321,-0.088221595,-0.17528044,-0.062473193,-0.18692672,-0.18197338
u_00636,ring_16,account_farm,1,4.0,26.84,7.6361028454746895,34.94,3.294291753261153,0.75,0.0,3.0,2.0,1.3333333333333333,16.0,9.5,7.0,7.0,1.0,1.0,41.0,30.333333333333332,0.5,2.0,u_05254,7509,24.0,4.775649640539086,0.13157752,-0.049972918,-0.13165054,-0.042189393,-0.3900595,0.89369583,-0.034227867,-0.012262411,0.034272254,-0.0439807,0.048310418,0.025661483,0.017650655,-0.0049449233,0.008366788,-0.04909584
u_00637,none,none,0,1.0,31.44,0.0,31.44,3.479392229247212,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,27.0,27.0,0.0,0.0,u_05254,7509,5.0,4.237777530007417,0.7643385,-0.09198204,-0.108320996,-0.00048957404,-0.057633303,-0.055442184,-0.022015918,-0.15164006,-0.079749234,-0.0010501032,0.10192959,-0.019950554,0.18954845,-0.05068821,-0.5383344,-0.14236172
u_00638,none,none,0,3.0,43.14333333333334,23.069983383898077,67.45,3.688614624590819,0.6666666666666666,0.0,3.0,3.0,1.0,1.0,1.0,3.0,2.3333333333333335,1.0,1.0,28.0,23.666666666666668,0.0,0.0,u_05254,7509,5.0,4.244795793969671,0.94002753,-0.036862187,-0.15119314,-0.095168985,-0.13065945,-0.14001237,-0.02102858,-0.081350446,-0.048532385,0.027031802,-0.122948326,-0.099826865,-0.06245425,-0.0029086166,-0.051207606,0.068105526
u_00639,none,none,0,5.0,37.176,48.35970099163144,118.71,2.999773053296464,0.6,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,28.6,0.2,1.0,u_00639,2,4.0,1.5435775668335854,0.886976,-0.10318345,0.0127264755,-0.15256377,-0.08607375,-0.06565317,0.039072596,0.08022376,0.07491018,-0.034176443,-0.09588515,-0.10956938,-0.027517108,-0.18319733,-0.3010199,-0.08122286
u_00640,none,none,0,5.0,36.656,17.971183322196676,58.33,3.5212167371491234,0.6,0.0,5.0,4.0,1.0,2.0,1.5,4.0,2.5,1.0,1.0,30.0,21.2,0.0,0.0,u_05254,7509,7.0,4.330054586982351,0.8704013,-0.081161074,-0.1049553,-0.026844831,-0.121556096,0.11027068,-0.12198426,0.15344171,-0.084129706,0.091312364,-0.16647442,-0.13371983,-0.023361303,0.26247936,0.0036237696,-0.16808785
u_00641,none,none,0,3.0,31.02333333333333,18.23022307415171,52.0,3.3682078589962257,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,31.0,25.333333333333332,0.0,0.0,u_05254,7509,6.0,4.3030214784891365,0.844175,-0.09111576,-0.07880147,0.014024434,0.0635602,-0.14057499,0.09802313,0.11641402,-0.054390255,0.061521236,-0.06528986,-0.004492229,-0.12811342,-0.041613325,-0.35247692,0.26886314
u_00642,none,none,0,3.0,20.21,10.474058430236104,32.28,2.980777689745128,0.3333333333333333,0.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,25.0,22.0,0.0,0.0,u_05254,7509,7.0,4.294876453689618,0.8880931,-0.09571396,-0.13445856,-0.02731065,-0.14282946,0.02855371,0.10712006,-0.02125985,0.0017637985,-0.034137573,0.0241332,-0.066124596,0.20561275,-0.071528606,0.27542806,0.1441708
u_00643,none,none,0,9.0,41.59444444444445,27.621485799604947,78.47,3.508196793367122,0.7777777777777778,0.1111111111111111,9.0,5.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,33.0,27.444444444444443,0.1111111111111111,1.0,u_05254,7509,9.0,4.426537361059329,0.95011365,-0.0048761335,-0.076778956,-0.008402948,-0.075485766,-0.04666144,-0.10418414,-0.12150785,-0.05196616,-0.07372604,-0.007994,-0.19306254,-0.0039094887,0.061927374,-0.01534578,-0.09078492
u_00644,none,none,0,2.0,44.019999999999996,42.82238666865731,74.3,3.5060225107835192,0.5,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,19.5,0.0,0.0,u_05254,7509,6.0,4.218778785473876,0.77166367,-0.09881133,-0.023287531,0.011785693,0.060342804,-0.0438235,0.12905598,-0.18098654,0.10074667,0.007521599,0.2053905,0.09151885,0.49065107,-0.069078535,0.054686997,0.17276782
u_00645,none,none,0,5.0,52.666,49.62984162779485,140.45,3.735410011314671,0.8,0.0,5.0,2.0,1.0,6.0,4.5,1.0,1.0,5.0,5.0,31.0,23.6,0.0,0.0,u_05254,7509,12.0,4.457781280590693,0.78606874,-0.06917461,0.060619004,-0.017542062,-0.0007710633,0.0050354726,-0.051360004,-0.117594734,-0.033799414,0.19367956,-0.03680318,0.019741604,-0.019683415,-0.018776724,-0.25968271,0.4982597
u_00646,none,none,0,3.0,61.55666666666667,47.301400965862875,115.01,3.944935133568107,0.3333333333333333,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,38.0,28.333333333333332,0.0,0.0,u_05254,7509,5.0,4.304048957198305,0.89546156,-0.049889397,0.12546487,-0.17280431,-0.059017226,-0.14028473,-0.021635264,-0.060036696,0.14270324,-0.14341293,0.040667824,-0.054466777,-0.24505384,-0.111449674,0.017921131,-0.06690289
u_00647,none,none,0,6.0,22.618333333333336,12.545831844348411,40.99,3.0220405041861214,0.5,0.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,35.0,27.333333333333332,0.0,0.0,u_05254,7509,6.0,4.3265780856204135,0.87667674,-0.08192984,-0.16634545,-0.02101629,0.16742532,-0.0430252,-0.21151373,0.15675493,-0.07995136,-0.1837897,-0.060804576,-0.06545888,-0.013971407,-0.08054882,0.08685928,0.18718876
u_00648,none,none,0,1.0,55.28,0.0,55.28,4.030339232246188,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,23.0,23.0,0.0,0.0,u_05254,7509,6.0,4.24548506399878,0.7287189,-0.12227715,-0.14531578,0.025507325,0.23809005,-0.08019565,-0.18393315,0.08384921,0.04320127,-0.3765239,0.26446536,-0.065508865,0.12784627,-0.15481539,-0.21543406,-0.15386777
u_00649,none,none,0,7.0,46.63,22.633405252708513,80.41,3.7500602035601625,0.2857142857142857,0.0,7.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,31.0,25.142857142857142,0.0,0.0,u_05254,7509,8.0,4.365850085559363,0.79435545,-0.13177675,0.23943575,0.4615191,0.07163564,0.02537436,0.08409765,-0.005258003,-0.08119173,0.014715489,0.023839846,0.03263027,-0.044025064,-0.0011166572,0.19422531,0.14256458
u_00650,none,none,0,2.0,35.985,12.056170619230635,44.51,3.5832158373451284,0.5,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,31.0,26.0,0.0,0.0,u_05254,7509,4.0,4.218903419333833,0.89958227,-0.006182812,-0.17942624,-0.06316684,0.009137037,-0.1058996,-0.03304646,-0.11775123,0.29636204,0.036406085,-0.11860545,-0.10073456,-0.0010107177,-0.07716299,0.059002437,0.07393938
u_00651,none,none,0,5.0,77.02799999999999,78.98254155191513,211.93,3.936903816468348,0.8,0.4,5.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,32.0,26.2,0.0,0.0,u_05254,7509,5.0,4.270638140265673,0.90715164,-0.13072294,0.03988367,0.048491623,-0.14079818,0.02052918,0.11554997,0.046912923,-0.11155225,0.014890022,-0.14677693,-0.15088029,-0.035320755,0.010604085,0.12118716,0.21731722
u_00652,none,none,0,4.0,23.990000000000002,11.259396076166786,38.52,3.143619953441939,0.75,0.25,4.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,25.0,22.75,0.0,0.0,u_05254,7509,8.0,4.324322212603715,0.4452607,-0.024763083,0.1615202,0.08796152,-0.017635224,0.00072904606,0.06589189,-0.11273523,0.076152384,-0.117841825,0.031152943,0.064637475,0.09955033,0.13466534,-0.27746198,0.7874494
u_00653,none,none,0,2.0,45.89,34.13911539568652,70.03,3.6938337342033387,0.5,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,30.0,26.5,0.0,0.0,u_05254,7509,4.0,4.212553679670917,0.8091892,-0.10882742,0.020471845,0.10249431,0.023097202,-0.07395838,-0.12289796,0.002921729,-0.016280182,-0.08801034,-0.11807491,-0.29908744,-0.051568866,-0.23842649,-0.14463982,0.33090252
u_00654,none,none,0,5.0,22.722,9.699854122614422,33.64,3.0931745252568854,0.4,0.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,44.0,35.0,0.4,2.0,u_05254,7509,4.0,4.367088736727951,0.8740021,-0.048597652,0.012720225,-0.022417529,-0.0027850138,-0.07935935,0.014928401,-0.15021902,-0.052126262,-0.14722471,0.24679597,-0.33041123,0.08241095,-0.002133608,0.010383134,-0.051224444
u_00655,none,none,0,6.0,26.44333333333333,17.50271597971774,51.83,3.1201627523107938,0.8333333333333334,0.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,33.0,25.333333333333332,0.0,0.0,u_05254,7509,5.0,4.276608732895609,0.77301645,-0.021066755,-0.100645,0.092143804,-0.110446006,-0.14881954,0.18020068,-0.094060965,-0.06110347,0.0018093277,0.36077324,-0.21256858,-0.08890417,0.172652,0.16426365,0.25286683
u_00656,none,none,0,4.0,22.405,21.435416954190558,54.18,2.8890175536965828,0.5,0.25,4.0,3.0,1.0,1.0,1.0,4.0,2.5,3.0,3.0,31.0,28.75,0.0,0.0,u_05254,7509,8.0,4.365850085559363,0.7665402,-0.06330447,-0.025093464,-0.057464883,-0.012354703,-0.07002762,0.014015603,-0.14164706,-0.0017344503,-0.06933124,0.0077409316,-0.09594768,-0.16586874,-0.1069662,-0.2614591,-0.50770974
u_00657,none,none,0,1.0,55.51,0.0,55.51,4.034417613641752,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,31.0,31.0,0.0,0.0,u_05254,7509,6.0,4.3030214784891365,0.76955414,-0.12097721,-0.081126206,0.125524,-0.15007287,-0.19636743,0.028288431,-0.16346484,-0.23852757,0.047178708,0.13635322,0.05381608,0.09528323,0.111970164,0.17385605,-0.38698637
u_00658,none,none,0,5.0,45.36,35.18596524184039,88.44,3.588818406752858,0.4,0.4,5.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,35.0,26.6,0.0,0.0,u_05254,7509,6.0,4.3265780856204135,0.8649822,-0.044399925,0.048738573,0.35372654,-0.071646884,0.23558031,0.008204312,-0.12097442,-0.13977247,0.06999763,-0.07645097,-0.06063305,0.05201724,-0.0100615835,-0.08880411,0.048504848
u_00659,none,none,0,2.0,41.285,39.350492373031365,69.11,3.4607258269747474,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,33.0,31.5,0.0,0.0,u_05254,7509,5.0,4.276608732895609,0.76867,0.43933704,-0.11084806,0.021874992,-0.12009126,-0.08596426,-0.19515713,-0.0040155174,-0.1919295,0.04015298,0.29465786,-0.09351947,0.07132625,-0.04519644,-0.018067688,-0.044434775
u_00660,none,none,0,7.0,38.12,28.511443901236103,99.99,3.493123737731604,0.42857142857142855,0.0,7.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,33.0,26.142857142857142,0.14285714285714285,1.0,u_05254,7509,7.0,4.377100679579983,0.84063125,-0.0638747,-0.052509725,-0.082174525,-0.14126673,-0.18536268,0.0014538579,0.12644573,-0.2386709,0.15545608,-0.049884275,0.0773686,0.2522229,0.053215206,-0.016360614,-0.23048268
u_00661,none,none,0,5.0,47.108,38.71695520053198,90.63,3.5665706269771973,0.6,0.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,44.0,28.8,0.2,1.0,u_00661,3,4.0,1.6888950024545508,0.89455605,-0.04422194,-0.053699464,-0.10131989,-0.07689193,-0.11137043,0.03544824,-0.121861495,-0.023272395,-0.2344076,-0.06802322,-0.076948896,-0.16649638,-0.18203267,0.1392097,-0.06299898
u_00662,none,none,0,5.0,106.468,76.32737693645707,207.47,4.364120990873699,0.4,0.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,35.0,26.2,0.0,0.0,u_05254,7509,7.0,4.359960933776544,0.8350369,-0.022209607,0.12801819,0.32215786,-0.016325492,-0.13491344,-0.09897865,0.017856253,0.047752846,-0.20698395,0.01812182,0.27203265,-0.18186574,-0.017897867,0.019407494,-0.015396168
u_00663,none,none,0,4.0,28.805,21.272900601469466,55.42,3.1657921147779264,0.75,0.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,26.0,25.0,0.0,0.0,u_05254,7509,8.0,4.331870278200284,0.6658409,-0.11488789,-0.24880856,-0.05612401,0.63811445,0.11170987,0.08009831,0.081944734,0.013969597,0.088625215,0.090226814,0.08130177,-0.08981931,-0.024502715,0.01236593,0.118237495
u_00664,none,none,0,5.0,27.502,20.502275971218413,58.68,3.1015734670202533,0.2,0.0,5.0,5.0,1.0,3.0,2.0,3.0,2.5,3.0,3.0,36.0,28.8,0.0,0.0,u_05254,7509,9.0,4.421226616442719,0.9084962,-0.08047199,-0.042181093,0.004354923,0.14876167,-0.0708256,0.0450839,-0.17096254,0.063657716,0.0014168507,-0.22058065,-0.06884739,0.06811619,-0.097945854,-0.08794315,-0.16892679
u_00665,none,none,0,4.0,29.0,20.236473671731115,49.47,3.1943829441554055,0.25,0.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,35.0,24.5,0.0,0.0,u_05254,7509,7.0,4.359960933776544,0.8916485,-0.016729401,-0.07879218,0.062650874,-0.1209028,-0.11242391,0.11986089,0.14836375,0.03741733,-0.049815293,-0.15447026,-0.087481976,-0.052918583,0.19986245,-0.10797179,-0.20276994
u_00666,none,none,0,4.0,10.9975,4.924864634349524,18.37,2.432149553002069,0.0,0.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,27.0,23.25,0.0,0.0,u_05254,7509,7.0,4.309698048120363,0.8847803,-0.10728549,-0.19699313,-0.0645278,-0.058769017,-0.053238153,-0.03707155,-0.078433126,0.061508175,-0.06770051,-0.06820179,0.103675656,-0.087185204,0.16689125,-0.20047738,-0.2223902
u_00667,none,none,0,1.0,9.33,0.0,9.33,2.3350522831315472,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,25.0,25.0,0.0,0.0,u_05254,7509,5.0,4.222955935576673,0.89580667,-0.038043093,-0.1664402,-0.14230667,-0.044986576,0.02985965,-0.090421215,0.03941503,-0.022476526,0.12084307,0.0051948763,-0.10748256,0.2683452,-0.103696845,-0.15540743,-0.043398093
u_00668,ring_11,promo_abuse,1,4.0,11.99,5.298471477699961,17.91,2.4865630876405196,1.0,0.75,3.0,3.0,1.3333333333333333,9.0,5.0,8.0,3.6666666666666665,2.0,1.5,34.0,32.666666666666664,0.5,2.0,u_05254,7509,19.0,4.683399441351743,0.16342136,-0.0029555415,-0.018411284,-0.013107471,-0.010751224,-0.06776404,0.0024344923,-0.08797168,0.18198228,-0.26146397,0.1730934,0.026584445,0.90695363,0.05214184,0.011085906,0.052591246
u_00669,none,none,0,8.0,28.35875,15.186226313434721,47.67,3.2208845406040822,0.5,0.25,8.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,30.0,25.875,0.125,1.0,u_05254,7509,6.0,4.32167173882622,0.9036683,-0.112769425,-0.13961762,-0.03206674,-0.055778522,-0.09698613,-0.10758932,-0.008250604,-0.16829345,0.16665375,-0.035950713,0.20664237,0.032387815,-0.0034162507,0.138262,0.07561495
u_00670,none,none,0,5.0,36.124,22.758537518918036,74.38,3.4770590777649524,0.6,0.0,5.0,3.0,1.0,3.0,2.5,1.0,1.0,3.0,3.0,29.0,23.2,0.0,0.0,u_05254,7509,7.0,4.323496622417753,0.35349232,-0.06690394,-0.091835655,0.019461831,-0.3394129,0.7696921,0.0036024316,-0.025353637,0.017855017,-0.08012888,-0.009620325,-0.03174738,0.06553591,0.086869165,-0.07012728,0.3589885
u_00671,none,none,0,6.0,65.44,27.689685444222725,91.99,4.093198625997222,0.5,0.0,6.0,3.0,1.0,2.0,2.0,2.0,1.5,2.0,1.5,33.0,24.5,0.0,0.0,u_05254,7509,6.0,4.315146402852424,0.87628686,-0.07162582,-0.07525881,-0.09174359,-0.05280813,-0.11196523,-0.067999616,-0.17938344,0.22784032,0.06744407,0.06673828,-0.06315787,0.101720236,-0.1987622,-0.03961701,-0.21084887
u_00672,none,none,0,4.0,26.8275,12.732274934197736,43.39,3.2402446624922727,0.25,0.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,32.0,25.5,0.0,0.0,u_05254,7509,8.0,4.372004417292714,0.93661225,0.016065126,-0.060124043,0.056838926,0.027206747,-0.057837278,-0.07381015,0.10846481,-0.08962223,-0.15856309,-0.027544176,-0.1934133,-0.095366776,0.03388789,0.09001484,0.06832481
u_00673,none,none,0,4.0,36.8275,37.957589820745994,90.38,3.217695268025637,0.5,0.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,30.0,25.5,0.0,0.0,u_05254,7509,9.0,4.3858404748109034,0.7764838,0.35797977,-0.00656892,0.04446447,-0.1292471,-0.07309839,0.31186274,0.092531815,0.009369419,-0.09154457,0.01679993,-0.18531938,-0.10451406,0.074222475,0.27763698,0.049258832
u_00674,none,none,0,4.0,16.712500000000002,10.619376551066138,28.05,2.7209427197942917,0.75,0.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,35.0,27.0,0.25,1.0,u_05254,7509,9.0,4.465746821605096,0.7141157,-0.032916665,0.065374084,0.034339722,-0.00856538,-0.091795176,-0.03679877,0.09323065,0.30848047,0.29562593,-0.1099688,0.015167408,0.16110624,-0.21289887,-0.44135267,0.06328473
u_00675,none,none,0,1.0,25.81,0.0,25.81,3.2887749522478678,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,24.0,24.0,0.0,0.0,u_05254,7509,7.0,4.287032311058962,0.8171046,-0.10733803,0.07297093,0.051532462,-0.11962024,0.13834482,0.14499903,-0.19182698,0.27968693,-0.1642278,0.027737288,0.28831217,-0.09707529,-0.060889423,-0.1334048,-0.03938055
u_00676,none,none,0,4.0,57.2175,40.635306795117636,116.15,3.9032085626420807,0.5,0.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,33.0,27.75,0.0,0.0,u_05254,7509,8.0,4.37797500992265,0.8280263,0.027343588,-0.046453137,0.08841911,-0.03898946,0.017257484,0.036609087,-0.1974598,-0.12146052,0.053681757,-0.26832995,-0.077212766,0.05744587,-0.14670056,-0.3725619,0.04774699
u_00677,none,none,0,3.0,58.54,43.74090648351952,98.71,3.7839297850494114,1.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,34.0,27.0,0.0,0.0,u_05254,7509,8.0,4.3837725172973006,0.9261512,-0.0588289,-0.046299458,-0.19538264,0.033843234,-0.08120189,0.043617584,-0.037163317,-0.11823117,0.069230475,-0.14020193,-0.061761457,0.053888798,-0.1051733,0.013706242,-0.17620033
u_00678,none,none,0,5.0,37.662,21.283939250054253,64.44,3.5148374791386248,0.8,0.2,5.0,4.0,1.0,1.0,1.0,3.0,2.5,2.0,2.0,29.0,26.2,0.0,0.0,u_05254,7509,6.0,4.290113774261622,0.8450511,-0.017112067,0.008481513,0.2523521,-0.11225536,-0.0046609268,-0.13506848,-0.014088954,-0.054104626,-0.2595395,0.22386366,0.14798665,0.08246456,-0.004425615,0.07752544,-0.1887962
u_00679,none,none,0,6.0,30.301666666666666,18.924027495928733,66.15,3.315951113360317,0.5,0.0,6.0,4.0,1.0,1.0,1.0,2.0,1.5,2.0,2.0,34.0,23.5,0.0,0.0,u_05254,7509,5.0,4.282406240270259,0.89832765,-0.10193009,-0.17706041,0.008249932,0.15503712,0.0626569,-0.0023500503,0.016851418,-0.1089271,0.030483175,-4.120201e-05,-0.028173592,0.1070248,-0.3081386,0.05278473,-0.0130077535
u_00680,none,none,0,3.0,25.636666666666667,22.89199277767956,52.07,3.055030059458643,0.3333333333333333,0.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,28.0,25.333333333333332,0.0,0.0,u_05254,7509,6.0,4.2833334639264855,0.8595278,-0.021004455,0.0026621283,-0.13315451,-0.10074582,-0.1323351,-0.038526386,-0.13863312,-0.07869036,-0.041506726,-0.115265265,-0.10267284,0.16956563,0.042317096,0.31185696,-0.18742254
u_00681,none,none,0,2.0,30.325000000000003,13.47038418160373,39.85,3.395908395550528,0.5,0.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,29.0,27.0,0.0,0.0,u_05254,7509,9.0,4.3792825102463055,0.7657603,-0.072111815,-0.024126023,-0.04796291,0.090545245,-0.0516373,0.11012389,-0.13539375,0.06865647,0.22166048,-0.22243062,-0.071417384,-0.011931915,-0.13730766,0.05502305,-0.483486
u_00682,none,none,0,4.0,45.64,25.63176674883467,77.02,3.7233930429759594,0.25,0.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,6.0,6.0,40.0,29.5,0.0,0.0,u_05254,7509,11.0,4.487337836453224,0.60123235,-0.09610209,-0.05839775,-0.06645653,-0.011243399,-0.099279426,0.16157217,-0.028932313,-0.3113127,0.38082927,-0.21968566,0.09905374,0.008279495,0.18457049,0.16661325,0.47182322
u_00683,none,none,0,5.0,27.72,11.674114527449182,46.02,3.2948050586100175,0.0,0.0,5.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,41.0,29.4,0.2,1.0,u_05254,7509,6.0,4.397408221585865,0.8479658,0.010547487,0.03248807,-0.08691932,-0.033083927,-0.09591278,0.0934976,0.08097901,-0.08858326,-0.18629645,-0.30579454,-0.1822121,-0.16180363,0.015741754,-0.11887345,0.19187242
u_00684,none,none,0,9.0,64.50444444444445,95.01128263410497,266.45,3.4369776302531845,0.6666666666666666,0.0,8.0,5.0,1.125,3.0,3.0,2.0,1.5,1.0,1.0,33.0,26.25,0.0,0.0,u_05254,7509,6.0,4.315146402852424,0.9190696,0.107527226,-0.032256946,0.08473271,-0.116063245,0.038244527,0.07271697,-0.08398212,-0.041657582,-0.11512439,-0.08043081,-0.107722685,-0.06568202,-0.07441794,-0.17248873,-0.18864761
u_00685,none,none,0,4.0,65.775,34.87763036675513,100.63,4.068446304897375,0.75,0.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,41.0,26.75,0.5,2.0,u_05254,7509,4.0,4.373290162430561,0.8532276,0.19917515,-0.114844546,0.080150604,0.15828449,-0.036201794,-0.047153827,-0.069358386,0.096906275,-0.07889743,0.07580389,-0.2889477,0.12901798,-0.17928807,-0.14062408,0.07682633
u_00686,none,none,0,3.0,34.34666666666667,36.05824778512308,75.81,3.2178632092990718,0.6666666666666666,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,24.0,22.0,0.0,0.0,u_05254,7509,5.0,4.215111792946017,0.7873914,-0.06798296,-0.067019165,-0.066461675,-0.15725972,0.20860656,-0.024680955,-0.22521079,0.118078485,-0.0791748,-0.18740375,-0.2888177,-0.021998933,0.23986064,-0.14381935,-0.1716389
u_00687,none,none,0,3.0,52.67666666666667,21.336406289095017,71.06,3.9200852961531463,1.0,0.3333333333333333,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,37.0,25.666666666666668,0.3333333333333333,1.0,u_05254,7509,6.0,4.404058196541135,0.8563925,-0.06350435,0.16483927,-0.12225622,0.009310299,-0.025985083,-0.13626523,-0.038611904,-0.08575711,-0.255002,-0.22576652,-0.014619398,-0.10701641,-0.07637447,-0.011192407,-0.2421656
