user_id,age,account_age_days,home_region,income_band,ring_id,is_fraud_ring
u_01500,57,244,east,medium,none,0
u_01501,36,1216,north,low,none,0
u_01502,35,493,north,low,none,0
u_01503,18,219,north,low,none,0
u_01504,31,297,east,low,none,0
u_01505,68,370,north,medium,none,0
u_01506,64,282,east,medium,none,0
u_01507,67,175,west,medium,none,0
u_01508,19,513,west,medium,none,0
u_01509,71,647,central,medium,none,0
u_01510,45,681,south,medium,none,0
u_01511,66,595,north,medium,none,0
u_01512,67,178,north,medium,none,0
u_01513,47,596,south,medium,none,0
u_01514,55,595,south,high,none,0
u_01515,68,523,central,high,none,0
u_01516,21,715,south,low,none,0
u_01517,18,229,east,low,none,0
u_01518,25,305,north,medium,none,0
u_01519,46,674,south,low,none,0
u_01520,72,366,east,low,none,0
u_01521,56,249,south,low,none,0
u_01522,20,471,east,medium,none,0
u_01523,49,847,west,medium,none,0
u_01524,27,234,east,medium,none,0
u_01525,27,1238,central,high,none,0
u_01526,36,217,east,medium,none,0
u_01527,63,352,south,low,none,0
u_01528,51,960,west,medium,none,0
u_01529,50,389,west,low,none,0
u_01530,40,710,east,high,none,0
u_01531,72,122,south,low,none,0
u_01532,45,278,west,high,none,0
u_01533,49,428,east,medium,none,0
u_01534,67,107,east,medium,none,0
u_01535,24,140,east,medium,none,0
u_01536,46,613,west,high,none,0
u_01537,25,321,north,medium,none,0
u_01538,18,274,south,medium,none,0
u_01539,74,287,central,medium,none,0
u_01540,72,1092,central,medium,none,0
u_01541,20,709,south,high,none,0
u_01542,41,580,north,low,none,0
u_01543,40,361,south,low,none,0
u_01544,25,103,east,low,none,0
u_01545,71,387,south,medium,none,0
u_01546,74,307,south,medium,none,0
u_01547,64,88,west,low,none,0
u_01548,54,1142,central,medium,none,0
u_01549,20,684,central,medium,none,0
u_01550,68,541,east,medium,none,0
u_01551,50,81,east,medium,none,0
u_01552,45,795,west,low,none,0
u_01553,64,301,east,high,none,0
u_01554,25,281,north,low,none,0
u_01555,51,505,west,medium,none,0
u_01556,52,429,west,low,none,0
u_01557,49,127,south,low,none,0
u_01558,41,326,south,high,none,0
u_01559,31,133,north,medium,none,0
u_01560,49,142,west,medium,none,0
u_01561,73,519,west,medium,none,0
u_01562,63,390,south,medium,none,0
u_01563,60,971,central,low,none,0
u_01564,33,186,central,medium,none,0
u_01565,21,1051,south,medium,none,0
u_01566,69,239,east,high,none,0
u_01567,54,267,west,medium,none,0
u_01568,71,201,north,medium,none,0
u_01569,38,474,central,medium,ring_05,1
u_01570,31,620,east,low,none,0
u_01571,48,232,west,medium,none,0
u_01572,72,930,east,high,none,0
u_01573,65,176,west,low,none,0
u_01574,35,402,west,low,none,0
u_01575,24,550,south,medium,none,0
u_01576,27,707,south,low,none,0
u_01577,24,872,north,high,none,0
u_01578,50,332,north,low,none,0
u_01579,40,555,east,medium,none,0
u_01580,38,563,south,medium,none,0
u_01581,36,204,west,low,none,0
u_01582,65,336,south,medium,none,0
u_01583,36,178,west,medium,none,0
u_01584,53,274,south,low,none,0
u_01585,46,352,west,low,none,0
u_01586,35,544,east,medium,none,0
u_01587,19,273,south,low,none,0
u_01588,18,703,central,medium,none,0
u_01589,64,125,central,medium,none,0
u_01590,22,285,west,medium,none,0
u_01591,37,253,east,low,none,0
u_01592,28,682,west,medium,none,0
u_01593,59,310,east,low,none,0
u_01594,19,268,north,medium,none,0
u_01595,20,145,south,medium,none,0
u_01596,40,578,east,low,none,0
u_01597,72,93,west,low,none,0
u_01598,29,592,north,low,none,0
u_01599,37,355,west,medium,none,0
u_01600,22,259,central,medium,none,0
u_01601,54,300,central,medium,none,0
u_01602,55,310,south,high,none,0
u_01603,47,306,south,medium,none,0
u_01604,26,59,north,medium,none,0
u_01605,51,717,central,low,none,0
u_01606,70,160,east,low,none,0
u_01607,61,176,central,low,none,0
u_01608,52,320,south,medium,none,0
u_01609,69,626,west,low,none,0
u_01610,39,457,north,medium,none,0
u_01611,61,182,central,medium,none,0
u_01612,41,895,east,low,ring_18,1
u_01613,34,333,east,medium,none,0
u_01614,27,1099,east,low,none,0
u_01615,47,516,north,medium,none,0
u_01616,73,530,east,medium,none,0
u_01617,63,218,east,medium,none,0
u_01618,40,87,central,low,none,0
u_01619,49,194,north,low,none,0
u_01620,34,643,west,medium,none,0
u_01621,67,439,west,low,none,0
u_01622,68,142,east,high,none,0
u_01623,34,1081,south,low,none,0
u_01624,31,404,north,high,none,0
u_01625,26,448,south,high,none,0
u_01626,57,561,north,medium,none,0
u_01627,19,234,north,low,none,0
u_01628,62,849,central,medium,none,0
u_01629,42,104,east,low,none,0
u_01630,56,569,central,medium,none,0
u_01631,26,1525,south,low,none,0
u_01632,71,76,south,medium,none,0
u_01633,39,123,west,low,none,0
u_01634,60,679,central,low,none,0
u_01635,63,87,central,medium,none,0
u_01636,21,539,central,high,none,0
u_01637,43,393,west,low,none,0
u_01638,46,564,central,medium,none,0
u_01639,62,240,central,medium,none,0
u_01640,51,334,central,low,none,0
u_01641,40,409,central,medium,none,0
u_01642,54,673,south,medium,none,0
u_01643,28,179,east,low,none,0
u_01644,23,266,south,medium,none,0
u_01645,35,274,central,medium,none,0
u_01646,38,8,north,low,none,0
u_01647,59,801,north,medium,none,0
u_01648,53,107,west,medium,none,0
u_01649,58,970,south,medium,none,0
u_01650,55,578,west,medium,none,0
u_01651,51,514,west,low,none,0
u_01652,34,184,north,medium,none,0
u_01653,54,591,south,medium,none,0
u_01654,42,355,east,medium,none,0
u_01655,55,424,south,low,none,0
u_01656,29,1018,west,medium,none,0
u_01657,40,330,central,medium,none,0
u_01658,70,900,west,medium,none,0
u_01659,59,308,south,medium,none,0
u_01660,39,167,north,medium,none,0
u_01661,38,138,south,low,none,0
u_01662,44,452,east,medium,none,0
u_01663,74,617,central,medium,none,0
u_01664,48,570,central,high,none,0
u_01665,23,737,west,medium,none,0
u_01666,44,527,south,medium,none,0
u_01667,57,127,north,medium,none,0
u_01668,51,452,east,medium,none,0
u_01669,29,242,west,medium,none,0
u_01670,62,403,south,low,none,0
u_01671,74,302,north,medium,none,0
u_01672,70,272,south,medium,ring_16,1
u_01673,24,314,north,low,none,0
u_01674,27,960,south,medium,none,0
u_01675,62,62,south,medium,none,0
u_01676,34,145,west,low,none,0
u_01677,43,160,south,low,none,0
u_01678,38,297,south,medium,none,0
u_01679,45,546,west,low,none,0
u_01680,63,284,west,low,none,0
u_01681,19,590,central,medium,none,0
u_01682,71,708,central,low,none,0
u_01683,60,91,west,medium,none,0
u_01684,18,688,east,low,none,0
u_01685,68,602,north,medium,none,0
u_01686,70,772,west,low,none,0
u_01687,53,350,central,low,none,0
u_01688,68,428,south,medium,none,0
u_01689,43,609,west,low,none,0
u_01690,46,407,west,medium,none,0
u_01691,38,99,central,medium,none,0
u_01692,28,167,central,medium,none,0
u_01693,57,354,east,medium,none,0
u_01694,28,945,central,medium,none,0
u_01695,53,510,central,medium,none,0
u_01696,66,210,central,low,none,0
u_01697,56,224,south,low,none,0
u_01698,57,232,west,medium,none,0
u_01699,52,305,west,high,none,0
u_01700,71,322,central,low,none,0
u_01701,51,307,east,high,none,0
u_01702,72,313,central,medium,none,0
u_01703,64,102,east,medium,none,0
u_01704,41,104,west,medium,none,0
u_01705,71,254,east,low,none,0
u_01706,39,145,east,medium,none,0
u_01707,22,311,north,medium,none,0
u_01708,73,592,east,medium,none,0
u_01709,50,754,east,high,none,0
u_01710,53,590,south,low,none,0
u_01711,64,368,west,medium,none,0
u_01712,37,528,central,low,none,0
u_01713,36,359,north,medium,none,0
u_01714,52,322,east,medium,none,0
u_01715,69,534,south,medium,none,0
u_01716,60,292,south,medium,none,0
u_01717,34,103,central,high,none,0
u_01718,62,284,central,low,none,0
u_01719,60,88,west,low,none,0
u_01720,51,273,east,low,none,0
u_01721,26,460,south,medium,none,0
u_01722,43,430,north,medium,none,0
u_01723,19,368,west,medium,none,0
u_01724,70,324,east,medium,none,0
u_01725,26,439,central,medium,none,0
u_01726,26,531,east,low,none,0
u_01727,57,275,central,medium,none,0
u_01728,34,144,east,low,none,0
u_01729,18,449,north,high,none,0
u_01730,42,164,west,medium,none,0
u_01731,60,186,central,medium,none,0
u_01732,57,634,north,medium,none,0
u_01733,59,440,south,medium,none,0
u_01734,42,852,north,medium,none,0
u_01735,56,695,north,medium,none,0
u_01736,52,370,north,low,none,0
u_01737,20,643,central,high,none,0
u_01738,67,157,south,medium,none,0
u_01739,54,327,west,high,none,0
u_01740,61,378,north,high,none,0
u_01741,61,295,central,medium,none,0
u_01742,68,618,central,medium,none,0
u_01743,47,458,west,low,none,0
u_01744,55,449,east,low,none,0
u_01745,51,919,south,medium,none,0
u_01746,29,371,south,low,none,0
u_01747,36,720,north,low,none,0
u_01748,54,734,east,medium,none,0
u_01749,61,569,south,high,none,0
u_01750,66,897,north,high,none,0
u_01751,34,408,east,low,none,0
u_01752,27,462,central,high,none,0
u_01753,74,233,north,medium,none,0
u_01754,72,279,east,medium,none,0
u_01755,66,444,west,low,none,0
u_01756,64,298,south,medium,none,0
u_01757,29,500,north,medium,none,0
u_01758,33,380,central,medium,none,0
u_01759,41,735,north,medium,none,0
u_01760,36,360,south,medium,none,0
u_01761,25,688,south,high,none,0
u_01762,48,111,east,high,none,0
u_01763,38,215,central,low,none,0
u_01764,34,447,east,medium,none,0
u_01765,40,273,central,low,none,0
u_01766,54,367,north,medium,none,0
u_01767,71,346,north,medium,none,0
u_01768,33,341,east,low,none,0
u_01769,23,112,west,high,none,0
u_01770,25,412,south,medium,none,0
u_01771,42,987,east,low,none,0
u_01772,35,390,east,medium,none,0
u_01773,42,387,north,low,none,0
u_01774,29,1042,south,medium,none,0
u_01775,32,1481,east,low,none,0
u_01776,43,189,north,medium,none,0
u_01777,58,1094,north,medium,none,0
u_01778,62,348,east,medium,none,0
u_01779,43,153,east,low,none,0
u_01780,64,617,north,medium,none,0
u_01781,49,137,east,medium,none,0
u_01782,27,328,south,high,none,0
u_01783,33,301,north,medium,none,0
u_01784,24,393,north,low,ring_15,1
u_01785,34,133,east,medium,none,0
u_01786,40,110,east,medium,none,0
u_01787,43,612,east,low,none,0
u_01788,38,768,south,medium,none,0
u_01789,39,802,north,medium,none,0
u_01790,24,99,west,low,none,0
u_01791,31,233,south,low,none,0
u_01792,32,1342,south,medium,none,0
u_01793,70,196,north,medium,none,0
u_01794,24,97,west,medium,none,0
u_01795,26,263,north,medium,none,0
u_01796,68,59,south,medium,none,0
u_01797,65,85,east,medium,none,0
u_01798,25,248,north,medium,none,0
u_01799,67,255,north,medium,none,0
u_01800,40,80,east,low,none,0
u_01801,46,797,west,low,none,0
u_01802,35,279,west,medium,none,0
u_01803,48,293,north,medium,none,0
u_01804,47,280,east,low,none,0
u_01805,69,368,north,low,none,0
u_01806,56,1071,east,high,none,0
u_01807,52,539,south,high,none,0
u_01808,35,389,east,low,none,0
u_01809,59,162,north,medium,none,0
u_01810,56,203,central,low,none,0
u_01811,34,289,west,low,none,0
u_01812,31,276,north,medium,none,0
u_01813,48,526,east,low,none,0
u_01814,41,89,east,medium,none,0
u_01815,52,643,west,medium,none,0
u_01816,61,316,north,medium,none,0
u_01817,62,137,central,medium,none,0
u_01818,51,394,south,low,none,0
u_01819,20,315,central,low,none,0
u_01820,54,216,south,high,none,0
u_01821,60,270,south,medium,none,0
u_01822,57,701,north,medium,none,0
u_01823,43,1033,south,low,none,0
u_01824,72,399,east,high,ring_09,1
u_01825,40,662,south,low,none,0
u_01826,61,579,south,low,none,0
u_01827,56,700,west,high,none,0
u_01828,32,345,west,medium,none,0
u_01829,73,608,north,medium,none,0
u_01830,66,491,north,low,none,0
u_01831,21,217,east,medium,none,0
u_01832,46,611,west,medium,none,0
u_01833,39,239,central,medium,none,0
u_01834,42,965,north,medium,none,0
u_01835,30,209,north,high,none,0
u_01836,35,261,west,low,ring_17,1
u_01837,50,200,west,low,none,0
u_01838,33,1032,east,low,none,0
u_01839,62,960,west,medium,none,0
u_01840,59,397,south,medium,none,0
u_01841,61,238,central,medium,none,0
u_01842,19,455,south,low,none,0
u_01843,72,208,south,high,none,0
u_01844,52,291,south,low,none,0
u_01845,59,552,north,low,none,0
u_01846,51,294,south,medium,none,0
u_01847,47,389,north,low,none,0
u_01848,72,563,west,medium,none,0
u_01849,30,571,central,medium,none,0
u_01850,30,267,central,low,none,0
u_01851,35,231,south,low,none,0
u_01852,49,570,central,medium,none,0
u_01853,49,360,north,low,ring_00,1
u_01854,52,619,west,medium,none,0
u_01855,56,228,south,medium,none,0
u_01856,63,287,east,low,none,0
u_01857,69,646,central,medium,none,0
u_01858,46,273,central,medium,none,0
u_01859,66,6,south,medium,none,0
u_01860,46,612,central,medium,none,0
u_01861,70,477,central,low,none,0
u_01862,61,273,east,low,none,0
u_01863,74,1044,north,medium,none,0
u_01864,33,169,south,medium,none,0
u_01865,73,396,south,low,none,0
u_01866,61,356,east,medium,none,0
u_01867,64,92,east,medium,none,0
u_01868,74,319,north,medium,none,0
u_01869,27,782,west,medium,none,0
u_01870,47,328,south,low,none,0
u_01871,42,312,central,low,none,0
u_01872,56,843,north,medium,none,0
u_01873,37,140,south,low,none,0
u_01874,22,723,north,high,none,0
u_01875,18,75,west,low,none,0
u_01876,47,724,south,low,none,0
u_01877,66,133,central,low,none,0
u_01878,20,210,south,medium,none,0
u_01879,62,144,north,medium,none,0
u_01880,31,604,west,medium,none,0
u_01881,73,395,north,high,none,0
u_01882,47,632,north,medium,none,0
u_01883,67,433,east,low,none,0
u_01884,21,287,north,medium,none,0
u_01885,35,568,west,medium,none,0
u_01886,54,455,central,low,none,0
u_01887,42,424,east,low,none,0
u_01888,65,277,north,medium,none,0
u_01889,18,383,south,medium,none,0
u_01890,70,318,east,medium,none,0
u_01891,63,298,west,medium,none,0
u_01892,32,421,south,low,none,0
u_01893,26,1417,west,medium,none,0
u_01894,32,230,south,low,ring_19,1
u_01895,66,1041,central,low,none,0
u_01896,74,591,west,medium,none,0
u_01897,41,332,south,low,none,0
u_01898,21,162,west,medium,none,0
u_01899,29,114,east,low,none,0
u_01900,54,273,west,low,none,0
u_01901,54,375,west,low,none,0
u_01902,60,766,south,medium,none,0
u_01903,23,696,west,medium,none,0
u_01904,56,320,central,low,none,0
u_01905,73,273,north,medium,none,0
u_01906,63,321,east,medium,none,0
u_01907,41,390,south,low,none,0
u_01908,28,223,west,high,none,0
u_01909,30,428,west,high,none,0
u_01910,51,405,west,medium,none,0
u_01911,42,411,east,medium,none,0
u_01912,24,919,north,high,none,0
u_01913,69,864,central,medium,none,0
u_01914,21,518,central,high,none,0
u_01915,25,483,south,low,none,0
u_01916,37,1338,north,medium,none,0
u_01917,46,22,north,high,none,0
u_01918,71,712,east,low,none,0
u_01919,70,1542,west,low,none,0
u_01920,68,309,north,medium,none,0
u_01921,62,481,west,high,none,0
u_01922,63,376,east,low,none,0
u_01923,27,461,south,high,none,0
u_01924,60,739,south,medium,none,0
u_01925,51,988,west,high,none,0
u_01926,74,330,west,medium,ring_07,1
u_01927,43,667,north,medium,none,0
u_01928,58,721,east,medium,none,0
u_01929,66,315,south,low,none,0
u_01930,20,492,north,high,none,0
u_01931,73,524,central,low,none,0
u_01932,23,98,north,low,none,0
u_01933,22,557,west,medium,none,0
u_01934,22,72,central,low,none,0
u_01935,71,632,north,medium,none,0
u_01936,64,484,east,medium,none,0
u_01937,40,743,south,low,none,0
u_01938,66,20,central,low,none,0
u_01939,26,760,east,medium,none,0
u_01940,52,714,north,high,none,0
u_01941,37,1052,west,medium,none,0
u_01942,66,107,west,low,none,0
u_01943,59,595,east,high,none,0
u_01944,52,70,west,low,none,0
u_01945,67,576,south,low,none,0
u_01946,35,793,east,low,none,0
u_01947,34,220,east,medium,none,0
u_01948,41,326,west,medium,none,0
u_01949,20,398,east,medium,none,0
u_01950,49,111,north,medium,none,0
u_01951,52,550,central,medium,none,0
u_01952,55,75,central,low,none,0
u_01953,30,336,west,medium,none,0
u_01954,73,1072,south,low,none,0
u_01955,64,446,south,medium,none,0
u_01956,42,140,west,medium,ring_19,1
u_01957,26,177,west,low,none,0
u_01958,21,95,east,low,none,0
u_01959,31,579,south,high,none,0
u_01960,54,143,central,medium,none,0
u_01961,51,673,west,high,none,0
u_01962,28,439,central,medium,none,0
u_01963,58,70,central,high,none,0
u_01964,73,75,south,medium,none,0
u_01965,20,194,central,medium,none,0
u_01966,45,347,east,low,none,0
u_01967,46,823,east,low,none,0
u_01968,26,530,south,medium,none,0
u_01969,20,606,east,medium,none,0
u_01970,42,317,west,medium,none,0
u_01971,51,96,south,low,none,0
u_01972,29,565,central,medium,none,0
u_01973,59,415,west,low,none,0
u_01974,26,260,south,low,none,0
u_01975,32,406,central,high,none,0
u_01976,57,230,central,medium,ring_16,1
u_01977,42,234,central,high,none,0
u_01978,22,510,central,medium,none,0
u_01979,28,548,central,high,none,0
u_01980,51,96,south,medium,none,0
u_01981,41,331,east,medium,none,0
u_01982,32,279,central,low,none,0
u_01983,55,953,west,medium,none,0
u_01984,25,654,south,medium,none,0
u_01985,22,607,north,medium,none,0
u_01986,65,251,east,medium,none,0
u_01987,43,165,west,medium,none,0
u_01988,35,219,central,medium,none,0
u_01989,23,786,south,high,none,0
u_01990,54,153,south,low,none,0
u_01991,65,1190,central,medium,none,0
u_01992,30,424,west,medium,none,0
u_01993,45,1140,south,medium,none,0
u_01994,22,797,east,high,none,0
u_01995,30,73,west,low,none,0
u_01996,34,233,central,low,none,0
u_01997,67,511,west,medium,none,0
u_01998,57,259,west,medium,none,0
u_01999,62,585,north,medium,none,0
u_02000,49,1504,central,low,none,0
u_02001,46,1057,east,low,none,0
u_02002,68,257,central,low,none,0
u_02003,20,1246,north,medium,none,0
u_02004,73,288,central,medium,none,0
u_02005,57,367,central,medium,none,0
u_02006,51,537,east,low,none,0
u_02007,57,429,north,low,none,0
u_02008,44,1023,central,low,none,0
u_02009,30,1186,central,medium,none,0
u_02010,62,587,south,low,none,0
u_02011,50,128,central,high,none,0
u_02012,23,1037,east,low,none,0
u_02013,41,1057,south,medium,none,0
u_02014,36,414,north,medium,none,0
u_02015,33,99,west,low,none,0
u_02016,57,95,east,medium,none,0
u_02017,45,163,north,high,none,0
u_02018,50,388,south,low,ring_18,1
u_02019,65,1006,west,medium,none,0
u_02020,58,752,north,medium,none,0
u_02021,30,830,east,high,none,0
u_02022,60,588,south,medium,none,0
u_02023,62,481,east,low,none,0
u_02024,42,472,east,medium,none,0
u_02025,70,182,south,medium,none,0
u_02026,59,192,central,medium,none,0
u_02027,53,343,east,high,none,0
u_02028,44,304,south,low,ring_01,1
u_02029,55,473,east,medium,ring_10,1
u_02030,24,881,central,high,none,0
u_02031,22,192,south,high,none,0
u_02032,60,334,north,medium,none,0
u_02033,62,707,north,medium,none,0
u_02034,74,695,north,low,none,0
u_02035,68,518,west,high,ring_05,1
u_02036,48,507,east,medium,none,0
u_02037,40,413,east,low,none,0
u_02038,59,450,south,medium,none,0
u_02039,27,1256,west,medium,none,0
u_02040,49,150,east,medium,none,0
u_02041,60,391,south,medium,none,0
u_02042,70,212,central,medium,none,0
u_02043,47,656,east,low,none,0
u_02044,56,437,east,low,none,0
u_02045,48,311,central,medium,none,0
u_02046,35,373,central,low,none,0
u_02047,53,671,east,medium,none,0
u_02048,19,1451,central,low,none,0
u_02049,31,349,south,high,none,0
u_02050,30,610,east,medium,none,0
u_02051,46,346,east,medium,none,0
u_02052,29,1044,north,low,none,0
u_02053,56,1030,east,low,none,0
u_02054,19,309,north,medium,none,0
u_02055,49,388,central,medium,none,0
u_02056,30,189,central,low,none,0
u_02057,63,756,south,low,none,0
u_02058,44,749,north,high,none,0
u_02059,66,385,east,low,ring_05,1
u_02060,58,667,north,low,none,0
u_02061,34,351,central,low,none,0
u_02062,57,373,central,medium,none,0
u_02063,48,731,south,medium,none,0
u_02064,51,225,central,medium,none,0
u_02065,41,537,north,low,none,0
u_02066,62,253,east,medium,none,0
u_02067,52,1185,east,low,none,0
u_02068,65,410,north,medium,none,0
u_02069,23,380,south,low,none,0
u_02070,36,366,east,low,none,0
u_02071,47,180,north,medium,none,0
u_02072,24,163,north,medium,none,0
u_02073,27,922,central,medium,none,0
u_02074,58,216,central,medium,none,0
u_02075,49,289,south,high,none,0
u_02076,51,400,south,high,none,0
u_02077,45,414,south,low,none,0
u_02078,32,439,north,medium,none,0
u_02079,47,608,north,medium,none,0
u_02080,54,924,central,medium,none,0
u_02081,46,408,east,high,none,0
u_02082,39,110,south,medium,none,0
u_02083,21,579,west,medium,none,0
u_02084,37,415,south,medium,none,0
u_02085,49,323,central,medium,none,0
u_02086,53,280,north,high,none,0
u_02087,67,1023,central,high,none,0
u_02088,21,400,central,low,none,0
u_02089,44,225,central,medium,none,0
u_02090,34,543,west,medium,none,0
u_02091,29,857,west,medium,none,0
u_02092,39,188,south,high,none,0
u_02093,34,915,north,medium,none,0
u_02094,27,141,central,low,none,0
u_02095,71,467,east,medium,none,0
u_02096,18,679,south,medium,none,0
u_02097,39,249,south,medium,none,0
u_02098,43,164,central,low,none,0
u_02099,73,308,south,low,none,0
u_02100,35,949,central,medium,none,0
u_02101,67,559,south,medium,none,0
u_02102,31,148,north,medium,none,0
u_02103,64,1186,south,medium,none,0
u_02104,46,284,south,high,none,0
u_02105,29,498,east,high,none,0
u_02106,53,681,north,medium,none,0
u_02107,52,660,north,low,none,0
u_02108,69,307,north,low,none,0
u_02109,29,549,south,medium,none,0
u_02110,24,524,west,high,none,0
u_02111,46,449,south,medium,none,0
u_02112,28,1179,central,medium,none,0
u_02113,50,248,east,medium,none,0
u_02114,23,200,north,medium,none,0
u_02115,64,561,central,high,none,0
u_02116,32,570,central,medium,none,0
u_02117,49,649,west,medium,ring_03,1
u_02118,68,172,north,medium,none,0
u_02119,28,597,south,low,none,0
u_02120,40,90,north,low,none,0
u_02121,43,322,east,low,none,0
u_02122,51,220,north,low,none,0
u_02123,63,907,central,high,none,0
u_02124,51,198,central,low,none,0
u_02125,46,543,south,low,none,0
u_02126,21,85,south,medium,none,0
u_02127,34,122,south,medium,none,0
u_02128,52,274,east,high,none,0
u_02129,30,147,north,low,none,0
u_02130,58,399,west,high,none,0
u_02131,56,369,north,low,none,0
u_02132,32,183,south,high,none,0
u_02133,72,446,east,medium,none,0
u_02134,46,90,north,medium,none,0
u_02135,46,1317,central,low,none,0
u_02136,28,849,north,medium,none,0
u_02137,69,227,central,medium,ring_15,1
u_02138,49,697,north,low,none,0
u_02139,19,507,north,low,none,0
u_02140,64,509,north,high,none,0
u_02141,31,178,south,medium,none,0
u_02142,37,172,central,high,none,0
u_02143,39,211,east,medium,none,0
u_02144,28,551,west,medium,none,0
u_02145,44,279,central,low,none,0
u_02146,20,186,south,high,none,0
u_02147,34,795,central,medium,none,0
u_02148,61,180,east,low,none,0
u_02149,73,494,central,medium,none,0
u_02150,45,235,south,low,none,0
u_02151,46,124,south,high,none,0
u_02152,38,841,west,low,none,0
u_02153,64,164,east,low,none,0
u_02154,33,876,west,low,none,0
u_02155,54,376,north,low,none,0
u_02156,37,398,south,medium,none,0
u_02157,23,678,west,medium,none,0
u_02158,36,609,south,medium,none,0
u_02159,74,490,south,medium,none,0
u_02160,22,303,north,medium,none,0
u_02161,20,580,south,medium,none,0
u_02162,18,653,west,high,none,0
u_02163,55,111,east,medium,none,0
u_02164,32,396,central,low,none,0
u_02165,51,45,west,medium,none,0
u_02166,52,536,north,low,none,0
u_02167,66,170,central,low,none,0
u_02168,42,558,south,medium,none,0
u_02169,41,368,west,high,none,0
u_02170,29,506,central,medium,none,0
u_02171,35,1013,west,medium,none,0
u_02172,32,202,south,low,none,0
u_02173,61,370,west,medium,none,0
u_02174,33,434,north,medium,none,0
u_02175,44,148,central,medium,none,0
u_02176,25,690,central,low,none,0
u_02177,63,929,central,medium,none,0
u_02178,42,457,west,medium,none,0
u_02179,34,1080,south,medium,none,0
u_02180,46,576,west,low,none,0
u_02181,70,433,west,low,none,0
u_02182,25,711,central,low,none,0
u_02183,32,365,south,low,none,0
u_02184,44,343,east,medium,none,0
u_02185,63,568,south,medium,none,0
u_02186,67,1212,west,medium,none,0
u_02187,69,199,north,high,none,0
u_02188,24,144,south,low,none,0
u_02189,20,498,central,medium,none,0
u_02190,46,61,north,low,none,0
u_02191,61,298,east,low,none,0
u_02192,70,382,east,low,none,0
u_02193,41,269,north,high,none,0
u_02194,20,887,east,medium,none,0
u_02195,37,853,north,low,none,0
u_02196,63,1157,west,medium,none,0
u_02197,32,403,north,low,none,0
u_02198,42,448,west,low,none,0
u_02199,47,279,central,medium,none,0
u_02200,31,783,central,low,none,0
u_02201,24,110,east,high,none,0
u_02202,34,303,north,medium,none,0
u_02203,61,800,west,low,none,0
u_02204,37,354,central,low,none,0
u_02205,53,267,central,medium,none,0
u_02206,26,228,central,low,none,0
u_02207,55,198,east,medium,none,0
u_02208,65,270,central,medium,none,0
u_02209,74,535,south,medium,none,0
u_02210,39,404,east,medium,none,0
u_02211,71,924,north,high,none,0
u_02212,70,114,south,low,none,0
u_02213,70,243,east,low,none,0
u_02214,19,149,east,medium,none,0
u_02215,41,226,west,low,none,0
u_02216,25,250,south,medium,none,0
u_02217,28,540,south,medium,none,0
u_02218,30,587,south,medium,none,0
u_02219,34,559,central,low,none,0
u_02220,25,677,central,medium,none,0
u_02221,38,743,north,medium,none,0
u_02222,35,513,north,low,none,0
u_02223,47,646,north,medium,none,0
u_02224,35,328,central,medium,none,0
u_02225,63,133,west,low,none,0
u_02226,64,238,north,low,none,0
u_02227,48,907,east,low,none,0
u_02228,55,168,central,medium,none,0
u_02229,49,302,west,medium,none,0
u_02230,28,145,east,high,none,0
u_02231,62,704,east,low,none,0
u_02232,42,379,central,high,none,0
u_02233,50,307,south,medium,none,0
u_02234,55,62,west,low,none,0
u_02235,58,394,central,low,none,0
u_02236,25,760,south,medium,none,0
u_02237,28,596,central,medium,none,0
u_02238,39,244,central,medium,none,0
u_02239,68,196,east,medium,none,0
u_02240,41,420,central,low,none,0
u_02241,58,108,south,low,none,0
u_02242,34,549,east,low,none,0
u_02243,29,159,south,low,none,0
u_02244,74,204,south,medium,none,0
u_02245,63,199,east,high,none,0
u_02246,49,611,south,low,none,0
u_02247,32,186,north,medium,none,0
u_02248,33,202,central,low,none,0
u_02249,71,960,east,low,none,0
u_02250,39,573,east,low,none,0
u_02251,45,420,north,low,none,0
u_02252,37,418,north,low,none,0
u_02253,50,59,north,medium,none,0
u_02254,27,451,north,medium,none,0
u_02255,57,845,west,low,none,0
u_02256,49,202,east,medium,none,0
u_02257,67,112,south,medium,none,0
u_02258,50,60,east,high,none,0
u_02259,19,154,east,medium,none,0
u_02260,50,110,east,high,none,0
u_02261,50,474,north,medium,none,0
u_02262,58,562,north,medium,none,0
u_02263,30,582,west,low,none,0
u_02264,47,258,east,medium,none,0
u_02265,50,768,central,low,none,0
u_02266,30,60,west,low,none,0
u_02267,69,236,north,low,none,0
u_02268,43,289,east,medium,none,0
u_02269,39,581,north,low,none,0
u_02270,56,113,south,high,none,0
u_02271,19,389,north,low,none,0
u_02272,55,696,north,high,none,0
u_02273,56,628,west,low,none,0
u_02274,43,244,south,medium,none,0
u_02275,63,512,central,medium,none,0
u_02276,67,260,central,medium,none,0
u_02277,32,267,central,medium,none,0
u_02278,51,339,east,medium,none,0
u_02279,59,1013,central,medium,none,0
u_02280,72,990,east,medium,none,0
u_02281,61,682,north,medium,none,0
u_02282,66,161,central,low,none,0
u_02283,57,676,west,low,none,0
u_02284,28,341,south,low,none,0
u_02285,20,554,south,high,none,0
u_02286,23,227,north,medium,none,0
u_02287,26,608,south,low,none,0
u_02288,23,626,south,medium,none,0
u_02289,26,427,north,medium,none,0
u_02290,56,564,north,low,none,0
