user_id,primary_device,primary_ip,primary_card,benign_share_group,benign_share_type
u_01830,d_002900,ip_003349,c_006399,none,none
u_01831,d_001730,ip_008828,c_005646,none,none
u_01832,d_000669,ip_000098,c_002773,none,none
u_01833,d_000362,ip_004395,c_007380,none,none
u_01834,d_007069,ip_007499,c_003457,none,none
u_01835,d_003373,ip_004524,c_001657,none,none
u_01836,d_005801,ip_005823,c_008516,none,none
u_01837,d_007356,ip_009303,c_005515,none,none
u_01838,d_003631,ip_007383,c_006238,none,none
u_01839,d_001911,ip_008688,c_006196,none,none
u_01840,rd_08_01,rip_08_00,c_000782,none,none
u_01841,d_001010,ip_006794,c_004373,none,none
u_01842,d_001756,ip_008973,c_003163,none,none
u_01843,d_002484,ip_006979,c_002958,none,none
u_01844,d_005726,ip_009478,c_000494,none,none
u_01845,d_001969,ip_006364,c_001115,none,none
u_01846,d_009928,ip_006500,c_007019,none,none
u_01847,d_007982,ip_005128,c_007343,none,none
u_01848,d_004887,ip_003712,c_007089,none,none
u_01849,d_009212,ip_000478,c_005718,none,none
u_01850,d_001153,ip_005013,c_000585,none,none
u_01851,d_005929,ip_004829,c_005816,none,none
u_01852,d_007941,ip_008007,c_000701,none,none
u_01853,rd_00_00,rip_00_01,c_008069,none,none
u_01854,d_007157,ip_009773,c_007518,none,none
u_01855,d_000416,ip_002154,c_007475,none,none
u_01856,d_004008,ip_003268,c_006843,none,none
u_01857,d_007335,ip_002115,c_006580,none,none
u_01858,d_006407,ip_005373,c_008387,none,none
u_01859,d_005922,ip_008201,c_002659,none,none
u_01860,d_007486,ip_004258,c_002175,none,none
u_01861,d_006083,ip_006731,c_003055,none,none
u_01862,d_001031,ip_002631,c_008805,none,none
u_01863,bd_013,bip_013,c_004226,benign_013,family
u_01864,d_002773,ip_001488,c_000692,none,none
u_01865,d_004998,ip_000656,c_003315,none,none
u_01866,d_002520,ip_001963,c_008217,none,none
u_01867,d_006458,ip_006372,c_002161,none,none
u_01868,d_003454,ip_009084,c_001076,none,none
u_01869,d_002866,ip_000259,c_000012,none,none
u_01870,d_005787,ip_008585,c_000833,none,none
u_01871,d_005596,ip_001817,c_006840,none,none
u_01872,d_004832,ip_004644,c_007523,none,none
u_01873,bd_014,bip_014,c_004402,benign_014,family
u_01874,d_000229,ip_002367,c_004207,none,none
u_01875,d_003237,ip_004555,c_001421,none,none
u_01876,d_004227,ip_000676,c_004006,none,none
u_01877,d_001171,ip_009208,c_001314,none,none
u_01878,d_008738,ip_001035,c_004218,none,none
u_01879,d_005243,ip_007714,c_001266,none,none
u_01880,d_004481,bip_024,c_001364,benign_024,office
u_01881,rd_08_00,rip_08_00,rc_08_00,none,none
u_01882,d_003538,ip_005904,c_007772,none,none
u_01883,d_000167,ip_001946,c_000634,none,none
u_01884,d_008015,ip_002120,c_006482,none,none
u_01885,d_005455,ip_004611,c_006926,none,none
u_01886,d_004327,ip_010420,c_001938,none,none
u_01887,d_007144,ip_005849,c_001243,none,none
u_01888,d_007027,ip_005217,c_006517,none,none
u_01889,d_001812,ip_000058,c_007265,none,none
u_01890,d_002192,ip_007118,c_008794,none,none
u_01891,d_003732,ip_005240,c_000080,none,none
u_01892,d_009767,ip_008463,c_001044,none,none
u_01893,d_003821,ip_002493,c_008005,none,none
u_01894,d_005959,ip_000734,c_000248,none,none
u_01895,d_006633,ip_008815,c_007072,none,none
u_01896,d_009724,ip_006763,c_003176,none,none
u_01897,d_006381,ip_004268,c_008238,none,none
u_01898,d_009434,ip_000348,c_007062,none,none
u_01899,d_004166,ip_001905,c_002458,none,none
u_01900,d_005223,ip_009111,c_008246,none,none
u_01901,d_009806,ip_005591,c_005762,none,none
u_01902,d_002311,ip_009736,c_001833,none,none
u_01903,d_004913,ip_008037,c_001971,none,none
u_01904,d_009210,ip_005984,c_003717,none,none
u_01905,d_003695,ip_003007,c_001698,none,none
u_01906,d_005497,ip_005252,c_007194,none,none
u_01907,d_008688,ip_001098,c_003722,none,none
u_01908,d_003637,ip_007468,c_006893,none,none
u_01909,d_007861,ip_000805,c_000077,none,none
u_01910,d_000834,ip_006333,c_008424,none,none
u_01911,d_000513,ip_002956,c_008101,none,none
u_01912,d_000453,ip_009760,c_003303,none,none
u_01913,d_007122,ip_002883,c_008993,none,none
u_01914,d_006015,ip_005759,c_005661,none,none
u_01915,d_002081,ip_009442,c_007394,none,none
u_01916,d_003609,ip_009669,c_003130,none,none
u_01917,rd_04_00,ip_000257,c_003332,none,none
u_01918,d_005187,ip_006764,c_000799,none,none
u_01919,d_002234,ip_002433,c_002720,none,none
u_01920,d_001966,ip_009150,c_003696,none,none
u_01921,rd_16_00,rip_16_00,c_004536,none,none
u_01922,d_009525,ip_004885,c_003392,none,none
u_01923,d_002598,ip_004299,c_000651,none,none
u_01924,d_002632,ip_009269,c_003261,none,none
u_01925,bd_013,bip_013,c_006512,benign_013,family
u_01926,d_009266,ip_008708,c_001773,none,none
u_01927,d_003487,ip_007995,c_007647,none,none
u_01928,d_007944,ip_000880,c_006737,none,none
u_01929,d_000471,ip_003276,c_003225,none,none
u_01930,d_003932,ip_003230,c_002595,none,none
u_01931,d_007915,ip_004303,c_001859,none,none
u_01932,d_009656,ip_009409,c_007891,none,none
u_01933,d_002082,ip_005258,c_007702,none,none
u_01934,d_004314,ip_007959,c_008969,none,none
u_01935,d_007591,ip_009308,c_007592,none,none
u_01936,d_001858,ip_010285,c_005042,none,none
u_01937,d_009127,ip_008233,c_004035,none,none
u_01938,d_006927,ip_009065,c_004391,none,none
u_01939,d_003067,ip_007430,c_006876,none,none
u_01940,d_002842,bip_024,c_004965,benign_024,office
u_01941,d_005481,ip_004735,c_003506,none,none
u_01942,d_006884,ip_008848,c_004815,none,none
u_01943,d_005113,ip_004349,c_004537,none,none
u_01944,d_005012,ip_005958,c_007990,none,none
u_01945,d_003013,ip_003394,c_000507,none,none
u_01946,d_008041,ip_008382,c_004980,none,none
u_01947,d_006406,ip_009505,c_005370,none,none
u_01948,d_007308,ip_006708,c_002351,none,none
u_01949,d_008544,ip_005044,c_000335,none,none
u_01950,d_009416,ip_008855,c_006544,none,none
u_01951,d_004257,ip_009966,c_000991,none,none
u_01952,d_008524,ip_008246,c_002854,none,none
u_01953,d_006155,ip_004436,c_008017,none,none
u_01954,d_008298,ip_005855,c_001255,none,none
u_01955,d_009463,ip_005133,c_006342,none,none
u_01956,d_005610,ip_000653,c_004651,none,none
u_01957,d_000419,ip_005754,c_008175,none,none
u_01958,d_000619,ip_002296,c_000286,none,none
u_01959,d_006336,ip_007794,c_005680,none,none
u_01960,d_005265,ip_007226,c_007730,none,none
u_01961,d_000044,ip_006233,c_003692,none,none
u_01962,d_008622,ip_005176,c_006409,none,none
u_01963,d_008691,ip_001282,c_003344,none,none
u_01964,d_001343,ip_008778,c_000118,none,none
u_01965,d_009041,ip_007557,c_000373,none,none
u_01966,d_006530,ip_004150,c_005575,none,none
u_01967,d_008360,ip_001088,c_005456,none,none
u_01968,d_007523,bip_002,c_002513,benign_002,office
u_01969,d_002076,ip_010143,c_003485,none,none
u_01970,d_002868,ip_010494,c_001325,none,none
u_01971,d_005833,ip_009028,c_001056,none,none
u_01972,d_008309,ip_000007,c_001429,none,none
u_01973,d_003654,ip_002914,c_000611,none,none
u_01974,d_003597,ip_003424,c_003554,none,none
u_01975,d_007516,ip_009944,c_004492,none,none
u_01976,d_003488,ip_009491,c_006383,none,none
u_01977,d_004532,ip_005860,c_005894,none,none
u_01978,d_006733,ip_010067,c_008670,none,none
u_01979,d_009760,ip_009163,c_004424,none,none
u_01980,d_007786,ip_000444,c_004502,none,none
u_01981,d_009893,ip_007357,c_005998,none,none
u_01982,rd_16_00,rip_16_01,c_003780,none,none
u_01983,d_003267,ip_004845,c_005236,none,none
u_01984,d_004356,ip_006435,c_006049,none,none
u_01985,d_000901,ip_004255,c_001978,none,none
u_01986,d_000205,ip_001388,c_006863,none,none
u_01987,d_006632,ip_004242,c_005788,none,none
u_01988,d_009331,ip_003476,c_000294,none,none
u_01989,d_001919,ip_002943,c_005438,none,none
u_01990,d_002468,ip_010370,c_002315,none,none
u_01991,d_003493,ip_009345,c_000473,none,none
u_01992,d_008448,ip_006485,c_002347,none,none
u_01993,d_009557,ip_008263,c_000522,none,none
u_01994,d_008349,ip_007118,c_008161,none,none
u_01995,d_008725,bip_011,c_004316,benign_011,coworking
u_01996,d_002218,ip_006874,c_001745,none,none
u_01997,d_003689,ip_008368,c_002149,none,none
u_01998,d_002203,ip_001842,c_007324,none,none
u_01999,d_000607,ip_010346,c_008350,none,none
u_02000,d_001919,ip_001496,c_004828,none,none
u_02001,d_004044,ip_006280,c_002507,none,none
u_02002,d_002348,ip_009116,c_008130,none,none
u_02003,d_008137,ip_009305,c_004594,none,none
u_02004,d_006416,ip_008164,c_003896,none,none
u_02005,d_007373,ip_003773,c_006820,none,none
u_02006,d_007695,ip_007012,c_006342,none,none
u_02007,d_000795,bip_002,c_007016,benign_002,office
u_02008,d_000140,ip_001763,c_007902,none,none
u_02009,d_003874,ip_001095,c_008000,none,none
u_02010,d_000805,ip_006761,c_005715,none,none
u_02011,d_005321,ip_005107,c_003005,none,none
u_02012,d_002861,ip_007615,c_005673,none,none
u_02013,d_005545,ip_005872,c_001826,none,none
u_02014,d_007290,ip_007394,c_007785,none,none
u_02015,d_003831,ip_000700,c_005936,none,none
u_02016,d_004286,ip_003184,c_005610,none,none
u_02017,d_006701,ip_005051,c_002403,none,none
u_02018,d_001511,ip_004480,c_001146,none,none
u_02019,d_008359,ip_008604,c_004001,none,none
u_02020,d_009157,ip_003572,c_002352,none,none
u_02021,d_002007,ip_001711,c_004131,none,none
u_02022,d_007854,ip_001468,c_008001,none,none
u_02023,d_002981,ip_004032,c_008741,none,none
u_02024,d_001440,ip_007840,c_000369,none,none
u_02025,d_005978,ip_007105,c_008738,none,none
u_02026,d_004615,ip_002750,c_007923,none,none
u_02027,d_001716,ip_009680,c_004889,none,none
u_02028,d_005101,bip_012,c_006868,benign_012,office
u_02029,d_000522,ip_006065,c_002084,none,none
u_02030,d_008736,ip_007564,c_008966,none,none
u_02031,d_006765,ip_007239,c_002014,none,none
u_02032,d_003918,ip_010379,c_005533,none,none
u_02033,d_006406,ip_009487,c_008800,none,none
u_02034,rd_03_00,ip_003850,c_006787,none,none
u_02035,d_006921,ip_005112,c_007619,none,none
u_02036,d_004811,ip_009632,c_002405,none,none
u_02037,d_007035,ip_009952,c_003484,none,none
u_02038,d_004941,ip_005641,c_004814,none,none
u_02039,d_002326,ip_008154,c_007034,none,none
u_02040,d_005736,ip_003603,c_000343,none,none
u_02041,d_002355,ip_006860,c_007702,none,none
u_02042,d_006954,ip_009854,c_003530,none,none
u_02043,d_001671,ip_005795,c_007627,none,none
u_02044,d_007392,ip_005480,c_006263,none,none
u_02045,d_000843,bip_022,c_003676,benign_022,student_house
u_02046,d_001364,ip_003976,c_001831,none,none
u_02047,d_008021,ip_000769,c_001757,none,none
u_02048,d_005714,ip_007746,c_002637,none,none
u_02049,d_002856,ip_010368,c_007496,none,none
u_02050,d_008164,ip_008277,c_007185,none,none
u_02051,d_008194,ip_009759,c_001154,none,none
u_02052,d_008857,ip_006704,c_008250,none,none
u_02053,d_006521,ip_005544,c_000121,none,none
u_02054,d_007923,ip_008952,c_008541,none,none
u_02055,d_002053,ip_009836,c_006415,none,none
u_02056,d_006239,ip_006581,c_008537,none,none
u_02057,d_009062,ip_008552,c_002549,none,none
u_02058,d_000745,ip_009490,c_004052,none,none
u_02059,d_001748,ip_000094,c_006210,none,none
u_02060,d_004170,ip_010365,c_003753,none,none
u_02061,d_004131,ip_000883,c_007103,none,none
u_02062,d_008243,ip_004041,c_007528,none,none
u_02063,d_001531,ip_002797,c_008402,none,none
u_02064,d_003472,ip_005727,c_008439,none,none
u_02065,rd_06_01,rip_06_00,c_008502,none,none
u_02066,d_008533,ip_009891,c_007704,none,none
u_02067,d_002825,ip_003216,c_006209,none,none
u_02068,d_000748,ip_008706,c_000706,none,none
u_02069,d_009059,ip_008593,c_007958,none,none
u_02070,d_001942,ip_007749,c_006025,none,none
u_02071,d_007591,ip_008686,c_002778,none,none
u_02072,d_003730,ip_004420,c_005163,none,none
u_02073,d_001443,ip_000729,c_006722,none,none
u_02074,d_007682,ip_005162,c_002794,none,none
u_02075,d_000505,ip_005051,c_001319,none,none
u_02076,d_007128,ip_007808,c_001169,none,none
u_02077,d_001668,ip_008083,c_004964,none,none
u_02078,d_005612,ip_001850,c_006803,none,none
u_02079,d_001521,ip_004059,c_002512,none,none
u_02080,d_000192,ip_007047,c_005999,none,none
u_02081,d_001310,ip_006560,c_003393,none,none
u_02082,d_000426,ip_009825,c_000805,none,none
u_02083,d_005603,bip_000,c_006368,benign_000,coworking
u_02084,d_006458,ip_004379,c_003855,none,none
u_02085,d_006175,ip_009465,c_004042,none,none
u_02086,d_003103,ip_006392,c_006018,none,none
u_02087,d_009499,bip_017,c_005099,benign_017,coworking
u_02088,d_007733,rip_12_00,c_005496,none,none
u_02089,d_008500,ip_006216,c_000313,none,none
u_02090,d_000033,ip_007343,c_007617,none,none
u_02091,d_006085,ip_005341,c_005469,none,none
u_02092,d_007383,ip_008570,c_003718,none,none
u_02093,d_004833,ip_009883,c_003394,none,none
u_02094,d_005177,ip_008192,c_001529,none,none
u_02095,d_007500,ip_008191,c_001960,none,none
u_02096,d_000384,ip_005676,c_005945,none,none
u_02097,d_003176,ip_010287,c_007542,none,none
u_02098,d_006901,ip_005606,c_002542,none,none
u_02099,d_007143,ip_006633,c_007992,none,none
u_02100,d_002731,ip_004411,c_004024,none,none
u_02101,d_004744,ip_008364,c_001803,none,none
u_02102,d_008169,ip_009159,c_006763,none,none
u_02103,d_002275,bip_002,c_003133,benign_002,office
u_02104,d_006576,ip_002730,c_008708,none,none
u_02105,d_000254,rip_03_01,c_008118,none,none
u_02106,d_009859,ip_005201,c_008181,none,none
u_02107,d_003822,bip_000,c_008691,benign_000,coworking
u_02108,d_002112,ip_008587,c_008392,none,none
u_02109,d_003683,ip_005872,c_007819,none,none
u_02110,d_007849,ip_005560,c_007173,none,none
u_02111,d_005253,ip_007692,c_000366,none,none
u_02112,d_004200,ip_001568,c_002801,none,none
u_02113,d_006211,ip_005801,c_005302,none,none
u_02114,d_009329,ip_007246,c_006962,none,none
u_02115,d_000396,ip_006861,c_000440,none,none
u_02116,d_006579,ip_002292,c_001733,none,none
u_02117,d_009975,ip_006945,c_004398,none,none
u_02118,d_000215,rip_03_01,c_007227,none,none
u_02119,d_006773,ip_007735,c_000557,none,none
u_02120,d_006268,ip_008823,c_000342,none,none
u_02121,d_005882,ip_005371,c_007708,none,none
u_02122,d_001929,ip_004717,c_000867,none,none
u_02123,d_001338,ip_010080,c_006855,none,none
u_02124,d_005993,ip_000207,c_002802,none,none
u_02125,d_003973,ip_005897,c_005921,none,none
u_02126,d_001129,ip_009989,c_007731,none,none
u_02127,d_008753,ip_007552,c_008406,none,none
u_02128,d_002060,ip_000643,c_004701,none,none
u_02129,d_007156,ip_006656,c_006340,none,none
u_02130,d_004559,ip_009150,c_003156,none,none
u_02131,d_009955,ip_004817,c_006603,none,none
u_02132,d_006873,ip_004263,c_006673,none,none
u_02133,d_005273,ip_000327,c_005605,none,none
u_02134,d_009726,ip_004301,c_005506,none,none
u_02135,d_006271,ip_006314,c_004335,none,none
u_02136,d_006593,ip_002753,c_005199,none,none
u_02137,d_006952,ip_000292,c_006112,none,none
u_02138,d_000190,ip_001727,c_006875,none,none
u_02139,d_002824,ip_005887,c_007547,none,none
u_02140,d_006245,ip_002194,c_000879,none,none
u_02141,d_006721,ip_010198,c_007313,none,none
u_02142,d_006102,ip_009016,c_004793,none,none
u_02143,d_008447,ip_006609,c_001823,none,none
u_02144,d_000733,ip_002667,c_005036,none,none
u_02145,d_008302,ip_004380,c_001763,none,none
u_02146,bd_001,bip_001,c_008064,benign_001,student_house
u_02147,d_009794,ip_007261,c_007695,none,none
u_02148,d_001471,ip_000261,c_000005,none,none
u_02149,d_001917,ip_006825,c_003323,none,none
u_02150,d_006205,ip_007575,c_007440,none,none
u_02151,rd_02_01,ip_005476,c_002056,none,none
u_02152,d_006605,ip_007994,c_003926,none,none
u_02153,d_002509,ip_001662,c_007564,none,none
u_02154,d_005838,ip_008932,c_006208,none,none
u_02155,d_008942,ip_010062,c_007248,none,none
u_02156,d_000365,ip_001355,c_007507,none,none
u_02157,d_003672,ip_001461,c_005619,none,none
u_02158,d_005925,ip_005508,c_007542,none,none
u_02159,d_002661,ip_004066,c_003991,none,none
u_02160,d_000209,ip_004934,c_007872,none,none
u_02161,d_005100,ip_009850,c_003913,none,none
u_02162,d_006957,ip_009997,c_001712,none,none
u_02163,d_004166,ip_004139,c_005030,none,none
u_02164,d_006125,ip_000162,c_002011,none,none
u_02165,d_006955,ip_007123,c_007671,none,none
u_02166,d_008133,ip_004349,c_007663,none,none
u_02167,d_001453,ip_001362,c_006513,none,none
u_02168,d_001402,ip_005803,c_001715,none,none
u_02169,d_004719,ip_006650,c_008462,none,none
u_02170,d_009386,ip_008263,c_003905,none,none
u_02171,d_009014,bip_000,c_004564,benign_000,coworking
u_02172,d_000329,ip_000160,c_007467,none,none
u_02173,d_008824,ip_007585,c_001307,none,none
u_02174,d_007685,ip_000918,c_000320,none,none
u_02175,d_009894,ip_008541,c_006753,none,none
u_02176,d_000394,ip_006186,c_001759,none,none
u_02177,d_003809,ip_005803,c_001969,none,none
u_02178,d_007969,ip_004445,c_003936,none,none
u_02179,d_009715,ip_004998,c_000120,none,none
u_02180,d_009330,ip_001985,c_001839,none,none
u_02181,rd_02_01,rip_02_00,c_002666,none,none
u_02182,d_003943,ip_003786,c_000193,none,none
u_02183,d_008856,bip_029,c_001908,benign_029,office
u_02184,d_003355,ip_001328,c_001500,none,none
u_02185,d_000816,ip_000495,c_001161,none,none
u_02186,d_004118,ip_009256,c_004203,none,none
u_02187,d_000447,ip_001373,c_002067,none,none
u_02188,d_009263,ip_006229,c_001815,none,none
u_02189,d_003610,ip_007939,c_004293,none,none
u_02190,bd_015,bip_015,c_001476,benign_015,office
u_02191,d_005832,ip_002803,c_006707,none,none
u_02192,d_004732,ip_005818,c_002026,none,none
u_02193,rd_06_00,rip_06_00,c_004681,none,none
u_02194,d_007893,ip_010140,c_001949,none,none
u_02195,d_002150,ip_007132,c_007212,none,none
u_02196,d_009951,ip_000336,c_008750,none,none
u_02197,d_008525,ip_003741,c_004632,none,none
u_02198,d_002493,ip_009578,c_001179,none,none
u_02199,d_007558,ip_005099,c_007360,none,none
u_02200,d_008799,ip_001396,c_007393,none,none
u_02201,d_007143,ip_009881,c_008896,none,none
u_02202,rd_04_00,ip_002392,c_007500,none,none
u_02203,d_003782,ip_008272,c_004234,none,none
u_02204,d_004203,ip_000286,c_001227,none,none
u_02205,d_004234,ip_003491,c_005807,none,none
u_02206,d_005306,ip_006645,c_000764,none,none
u_02207,d_008871,ip_001513,c_008488,none,none
u_02208,d_001836,bip_000,c_001485,benign_000,coworking
u_02209,d_001220,ip_000935,c_001342,none,none
u_02210,d_005989,ip_005891,c_008541,none,none
u_02211,d_009665,ip_009641,c_005073,none,none
u_02212,d_005375,ip_004297,c_008565,none,none
u_02213,d_007899,ip_000469,c_001898,none,none
u_02214,d_003829,ip_008534,c_006332,none,none
u_02215,d_008131,ip_009507,c_008333,none,none
u_02216,d_000864,ip_009705,c_004157,none,none
u_02217,d_003353,ip_005553,c_005888,none,none
u_02218,rd_16_00,rip_16_01,c_001508,none,none
u_02219,d_000988,ip_010386,c_007947,none,none
u_02220,bd_016,bip_016,c_001252,benign_016,office
u_02221,d_003214,ip_010218,c_003266,none,none
u_02222,d_000108,ip_003111,c_005362,none,none
u_02223,d_000090,bip_005,c_004290,benign_005,office
u_02224,d_001987,ip_008677,c_003053,none,none
u_02225,d_000715,ip_008041,c_005681,none,none
u_02226,d_003524,ip_004377,c_004115,none,none
u_02227,d_006246,ip_003540,c_003493,none,none
u_02228,d_006878,ip_008106,c_000462,none,none
u_02229,d_000927,ip_002294,c_001306,none,none
u_02230,d_003383,ip_007297,c_007841,none,none
u_02231,d_009624,ip_009200,c_001780,none,none
u_02232,d_000565,ip_005279,c_006705,none,none
u_02233,d_008332,ip_008934,c_006891,none,none
u_02234,d_009261,ip_002812,c_007481,none,none
u_02235,d_009513,ip_000595,c_007729,none,none
u_02236,d_009941,ip_009272,c_002873,none,none
u_02237,d_005239,ip_002929,c_002407,none,none
u_02238,rd_19_00,ip_004630,c_002465,none,none
u_02239,d_002618,ip_004273,c_001678,none,none
u_02240,d_008090,ip_010132,c_005032,none,none
u_02241,d_007633,ip_009783,c_005629,none,none
u_02242,d_009607,ip_006315,c_002621,none,none
u_02243,d_006670,ip_001463,c_002489,none,none
u_02244,d_003488,ip_009476,c_007851,none,none
u_02245,d_002737,ip_001285,c_001076,none,none
u_02246,d_005607,ip_005230,c_000596,none,none
u_02247,d_004184,ip_010153,c_000880,none,none
u_02248,d_001855,ip_004878,c_005391,none,none
u_02249,d_004660,ip_009220,c_000201,none,none
u_02250,rd_12_00,rip_12_01,c_005047,none,none
u_02251,d_005830,bip_024,c_002784,benign_024,office
u_02252,d_000912,ip_007178,c_005616,none,none
u_02253,d_006200,ip_001309,c_001331,none,none
u_02254,d_004553,ip_003427,c_002662,none,none
u_02255,d_008902,ip_001214,c_008606,none,none
u_02256,d_005142,ip_010286,c_002144,none,none
u_02257,d_005109,ip_005458,c_000744,none,none
u_02258,d_007090,ip_005251,c_004329,none,none
u_02259,d_003009,ip_001157,c_001779,none,none
u_02260,d_001031,ip_009540,c_002621,none,none
u_02261,d_009719,ip_006981,c_005465,none,none
u_02262,d_007280,ip_010188,c_007981,none,none
u_02263,d_008909,ip_002094,c_005769,none,none
u_02264,d_002092,ip_004521,c_001138,none,none
u_02265,d_000904,ip_007329,c_004115,none,none
u_02266,d_000941,ip_004556,c_003150,none,none
u_02267,rd_17_00,rip_17_00,c_001768,none,none
u_02268,d_001310,rip_08_00,rc_08_01,none,none
u_02269,d_000514,ip_005695,c_001309,none,none
u_02270,d_000109,ip_002223,c_007042,none,none
u_02271,d_002329,ip_003117,c_008214,none,none
u_02272,d_007326,ip_007827,c_001520,none,none
u_02273,d_001973,ip_009509,c_004808,none,none
u_02274,d_007964,ip_008818,c_007081,none,none
u_02275,d_008416,ip_009976,c_002643,none,none
u_02276,d_005487,ip_003240,c_005402,none,none
u_02277,d_003603,ip_002589,c_005884,none,none
u_02278,d_004412,ip_006481,c_004237,none,none
u_02279,d_003951,ip_004248,c_001895,none,none
u_02280,d_003047,ip_008486,c_006737,none,none
u_02281,d_006482,ip_005091,c_000502,none,none
u_02282,d_004838,ip_000877,c_001191,none,none
u_02283,d_006000,ip_006729,c_000838,none,none
u_02284,d_008867,ip_001923,c_001058,none,none
u_02285,d_008334,ip_002425,c_002276,none,none
u_02286,d_001569,ip_004873,c_005624,none,none
u_02287,d_005067,ip_004287,c_003824,none,none
u_02288,d_005558,ip_007268,c_008591,none,none
u_02289,d_006716,ip_009347,c_004843,none,none
u_02290,d_007547,ip_001469,c_007307,none,none
u_02291,d_006567,ip_006981,c_002810,none,none
u_02292,d_008681,ip_004051,c_006590,none,none
u_02293,d_000780,ip_001735,c_002196,none,none
u_02294,d_003425,ip_006876,c_008481,none,none
u_02295,d_008961,ip_002832,c_000001,none,none
u_02296,d_004094,ip_004433,c_004382,none,none
u_02297,d_001518,ip_008844,c_008915,none,none
u_02298,d_003258,ip_000915,c_002169,none,none
u_02299,d_002142,ip_002958,c_008904,none,none
u_02300,d_005433,ip_000292,c_003150,none,none
u_02301,d_009176,ip_005512,c_008121,none,none
u_02302,d_005904,ip_007599,c_008088,none,none
u_02303,d_003609,ip_006037,c_006842,none,none
u_02304,d_002033,ip_000782,c_001234,none,none
u_02305,d_000599,ip_001137,c_006883,none,none
u_02306,d_001323,ip_009310,c_003382,none,none
u_02307,d_001095,ip_009199,c_004561,none,none
u_02308,d_005400,bip_024,c_000997,benign_024,office
u_02309,d_005385,ip_005772,c_008645,none,none
u_02310,d_000624,ip_004343,c_007181,none,none
u_02311,d_002750,ip_000076,c_008080,none,none
u_02312,d_008151,ip_007408,c_003262,none,none
u_02313,d_004314,ip_004893,c_001335,none,none
u_02314,d_006516,ip_006470,c_005106,none,none
u_02315,d_000933,ip_004100,c_004275,none,none
u_02316,d_003046,ip_009706,c_007272,none,none
u_02317,d_008306,ip_006418,c_002170,none,none
u_02318,d_001064,ip_008524,c_007544,none,none
u_02319,d_000936,ip_003313,c_004545,none,none
u_02320,d_003566,ip_006959,c_001163,none,none
u_02321,d_009859,ip_000411,c_004814,none,none
u_02322,d_009791,ip_006378,c_004187,none,none
u_02323,d_007112,ip_008461,c_007577,none,none
u_02324,d_005697,ip_002936,c_005731,none,none
u_02325,d_007559,ip_009118,c_006296,none,none
u_02326,d_005102,ip_000010,c_008559,none,none
u_02327,d_007518,ip_010449,c_006283,none,none
u_02328,d_006831,ip_007710,c_005306,none,none
u_02329,d_005229,ip_007869,c_000008,none,none
u_02330,d_001902,ip_006740,c_007283,none,none
u_02331,d_002754,ip_001408,c_007745,none,none
u_02332,d_002331,ip_005256,c_006964,none,none
u_02333,d_004127,ip_005418,c_005198,none,none
u_02334,d_005931,rip_11_01,c_001816,none,none
u_02335,d_002355,ip_005464,c_004800,none,none
u_02336,d_008764,ip_007856,c_001949,none,none
u_02337,d_007913,ip_002903,c_001206,none,none
u_02338,d_000603,ip_010030,c_005983,none,none
u_02339,d_002795,ip_000541,c_000639,none,none
u_02340,d_002813,ip_004976,c_007276,none,none
u_02341,d_003818,ip_008710,c_006764,none,none
u_02342,d_008420,bip_011,c_000422,benign_011,coworking
u_02343,d_005957,ip_001646,c_005699,none,none
u_02344,d_006134,ip_003350,c_001472,none,none
u_02345,d_001534,ip_010056,c_004716,none,none
u_02346,d_001631,ip_004002,c_001760,none,none
u_02347,d_008601,ip_006287,c_006438,none,none
u_02348,d_004769,ip_008457,c_008319,none,none
u_02349,d_002810,ip_006613,c_005758,none,none
u_02350,d_006018,ip_004428,c_008862,none,none
u_02351,d_004609,ip_003479,c_004152,none,none
u_02352,rd_11_00,ip_002796,c_006264,none,none
u_02353,d_004859,ip_009466,c_007222,none,none
u_02354,d_006632,ip_005134,c_006805,none,none
u_02355,d_005332,ip_000474,c_007352,none,none
u_02356,d_001257,ip_010356,c_006790,none,none
u_02357,d_000070,ip_000757,c_003101,none,none
u_02358,d_006582,ip_002867,c_006610,none,none
u_02359,d_001720,ip_007568,c_001492,none,none
u_02360,d_006034,ip_005694,c_001792,none,none
u_02361,d_000737,ip_005697,c_001395,none,none
u_02362,d_004506,ip_000894,c_005073,none,none
u_02363,d_007633,ip_008676,c_004854,none,none
u_02364,d_003964,ip_001048,c_008966,none,none
u_02365,d_007944,ip_001765,c_004681,none,none
u_02366,d_003341,ip_001245,c_007782,none,none
u_02367,d_009077,ip_008308,c_002814,none,none
u_02368,d_006631,ip_001577,c_005018,none,none
u_02369,d_009732,ip_005599,c_005254,none,none
u_02370,d_006153,ip_003433,c_000489,none,none
u_02371,d_009354,ip_000179,c_006590,none,none
u_02372,d_000193,ip_006344,c_005168,none,none
u_02373,d_001900,ip_000144,c_001545,none,none
u_02374,d_009333,ip_009528,c_007764,none,none
u_02375,d_009620,ip_009642,c_004222,none,none
u_02376,d_003912,ip_004457,c_000578,none,none
u_02377,d_003567,ip_009189,c_007980,none,none
u_02378,d_007529,bip_007,c_001393,benign_007,office
u_02379,d_008604,ip_001733,c_000414,none,none
u_02380,d_004343,ip_004901,c_002854,none,none
u_02381,d_008593,ip_007800,c_008818,none,none
u_02382,d_005773,ip_002693,c_006857,none,none
