transaction_id,user_id,timestamp,amount,merchant_id,device_id,ip_id,card_id,is_online,is_fraud,ring_id,ring_type
tx_0001572,u_01091,2026-03-29 09:06:00,45.28,m_0840,d_004861,ip_005169,c_007701,1,0,none,none
tx_0001573,u_05420,2026-02-05 12:15:00,42.39,m_0619,d_001991,ip_004745,c_007664,1,0,none,none
tx_0001574,u_04637,2026-03-30 13:35:00,19.26,m_0949,d_004485,ip_005493,c_004387,1,0,none,none
tx_0001575,u_03197,2026-04-02 20:38:00,34.84,m_0601,d_009329,ip_009463,c_005045,0,0,none,none
tx_0001576,u_02945,2026-02-06 11:49:00,10.96,m_0568,d_002166,ip_006507,c_005327,1,0,none,none
tx_0001577,u_00060,2026-03-12 00:47:00,14.2,m_1077,d_008219,rip_04_01,c_001657,1,0,ring_04,account_farm
tx_0001578,u_00515,2026-04-18 00:33:00,17.91,m_0112,d_002018,ip_005753,c_002939,0,0,none,none
tx_0001579,u_06013,2026-03-27 12:21:00,36.97,m_0047,d_009017,ip_003270,c_007206,0,0,none,none
tx_0001580,u_01118,2026-03-25 08:37:00,10.78,m_0093,d_007049,ip_005937,c_005237,1,0,none,none
tx_0001581,u_01773,2026-03-11 17:32:00,6.93,m_0356,d_003729,ip_008269,c_000875,0,0,none,none
tx_0001582,u_05088,2026-03-05 18:03:00,7.34,m_0054,d_002551,ip_004559,c_004075,0,0,none,none
tx_0001583,u_07015,2026-03-12 18:45:00,163.45,m_0365,d_001874,ip_003330,c_007552,0,0,none,none
tx_0001584,u_02605,2026-02-28 01:50:00,15.1,m_0771,rd_03_00,rip_03_01,c_001025,1,0,ring_03,promo_abuse
tx_0001585,u_01308,2026-01-17 15:25:00,4.28,m_0557,d_003585,ip_010113,c_006844,0,0,none,none
tx_0001586,u_06412,2026-02-10 12:32:00,22.95,m_0960,d_004171,ip_008423,c_005054,0,0,none,none
tx_0001587,u_02367,2026-03-26 11:25:00,20.62,m_0822,d_009077,ip_008308,c_002814,0,0,none,none
tx_0001588,u_00480,2026-03-21 12:24:00,50.26,m_1145,d_002220,ip_007119,c_001839,1,0,none,none
tx_0001589,u_02066,2026-01-24 11:08:00,18.19,m_1110,d_008533,ip_009891,c_007704,0,0,none,none
tx_0001590,u_02012,2026-01-14 13:58:00,29.67,m_0866,d_002861,ip_007615,c_005673,0,0,none,none
tx_0001591,u_03340,2026-02-25 13:44:00,3.73,m_1078,d_005989,ip_003310,c_003509,0,0,none,none
tx_0001592,u_01563,2026-03-22 11:58:00,37.68,m_0984,d_007617,bip_015,c_005348,0,0,none,none
tx_0001593,u_03383,2026-03-02 12:36:00,4.07,m_0760,d_005571,ip_004345,c_008082,1,0,none,none
tx_0001594,u_05379,2026-03-27 18:39:00,48.14,m_0416,d_001164,ip_002525,c_007138,0,0,none,none
tx_0001595,u_05566,2026-03-02 15:54:00,24.45,m_0766,d_003858,ip_004703,c_005351,1,0,none,none
tx_0001596,u_03553,2026-03-02 13:34:00,44.09,m_0514,d_006605,ip_004378,c_000116,1,0,none,none
tx_0001597,u_02403,2026-03-30 14:55:00,7.11,m_1084,d_002796,ip_004439,c_008897,1,0,none,none
tx_0001598,u_01003,2026-02-07 08:33:00,17.47,m_0851,d_005319,ip_009119,c_001753,0,0,none,none
tx_0001599,u_04064,2026-04-30 19:03:00,46.62,m_0237,d_008708,ip_000305,c_002433,0,0,none,none
tx_0001600,u_00021,2026-02-12 21:16:00,59.95,m_0032,d_000132,ip_006284,c_008168,0,0,none,none
tx_0001601,u_05610,2026-02-11 10:57:00,10.05,m_0871,d_000950,ip_009431,c_008167,1,0,none,none
tx_0001602,u_02080,2026-02-23 07:03:00,64.05,m_0360,d_003011,ip_007047,c_005999,1,0,none,none
tx_0001603,u_01452,2026-02-09 09:31:00,18.84,m_0475,d_008598,ip_007333,c_001410,0,0,none,none
tx_0001604,u_07644,2026-04-12 17:44:00,14.87,m_0239,d_000262,ip_005928,c_007850,1,0,none,none
tx_0001605,u_07592,2026-04-16 14:04:00,48.17,m_0890,d_008092,ip_004242,c_005566,1,0,none,none
tx_0001606,u_01581,2026-03-13 06:27:00,65.93,m_0933,d_003605,ip_005499,c_007126,1,0,none,none
tx_0001607,u_05498,2026-04-30 17:54:00,58.61,m_0599,d_008751,ip_009537,c_001691,1,0,none,none
tx_0001608,u_06185,2026-03-29 12:03:00,26.76,m_0365,d_000311,ip_000846,c_005538,0,0,none,none
tx_0001609,u_04606,2026-04-04 19:26:00,45.85,m_0815,d_004766,bip_016,c_003677,1,0,none,none
tx_0001610,u_06912,2026-02-09 14:10:00,18.65,m_0494,d_002278,ip_000950,c_000679,0,0,none,none
tx_0001611,u_05223,2026-04-11 09:04:00,6.03,m_0260,d_005221,ip_002747,c_002201,0,0,none,none
tx_0001612,u_06215,2026-04-10 14:50:00,35.45,m_1158,d_004411,ip_005868,c_006107,0,0,none,none
tx_0001613,u_00242,2026-01-16 16:51:00,28.4,m_0060,d_005525,bip_000,c_001000,0,0,none,none
tx_0001614,u_07801,2026-03-20 22:50:00,15.13,m_0641,d_002711,ip_008745,c_004607,0,0,none,none
tx_0001615,u_02394,2026-02-02 19:32:00,19.46,m_1013,d_007189,ip_004123,c_003464,1,0,none,none
tx_0001616,u_01610,2026-02-23 13:51:00,27.4,m_0276,d_005482,ip_004374,c_004164,0,0,none,none
tx_0001617,u_06674,2026-02-05 15:30:00,64.71,m_0574,d_003861,ip_002927,c_006414,0,0,none,none
tx_0001618,u_04868,2026-02-08 15:34:00,47.15,m_0913,d_005019,ip_010139,c_002243,1,1,none,none
tx_0001619,u_02500,2026-03-19 15:27:00,39.52,m_1016,d_003374,ip_003196,c_007670,1,0,none,none
tx_0001620,u_06292,2026-03-13 16:03:00,10.21,m_0210,d_008095,ip_002768,c_000962,1,0,none,none
tx_0001621,u_04050,2026-04-08 19:59:00,129.17,m_0528,d_008175,ip_005239,c_004625,0,0,none,none
tx_0001622,u_01026,2026-03-31 23:49:00,31.32,m_1106,d_007060,ip_006839,c_007130,0,0,none,none
tx_0001623,u_03169,2026-04-25 14:04:00,22.54,m_0687,d_003635,ip_001059,c_008460,0,0,none,none
tx_0001624,u_04410,2026-01-24 23:11:00,8.58,m_0495,d_007426,ip_002141,c_004171,1,0,none,none
tx_0001625,u_02397,2026-04-29 12:29:00,43.9,m_1053,d_000109,ip_009617,c_000583,0,0,none,none
tx_0001626,u_07979,2026-02-06 12:06:00,21.31,m_0553,d_000648,ip_007425,c_006545,0,0,none,none
tx_0001627,u_02854,2026-02-23 16:39:00,50.28,m_0594,d_002431,ip_004498,c_004615,0,0,none,none
tx_0001628,u_05006,2026-03-11 22:55:00,52.45,m_0073,d_002596,ip_006985,c_002397,0,0,none,none
tx_0001629,u_05661,2026-04-17 05:50:00,30.0,m_1062,d_004268,ip_007560,c_004820,1,0,none,none
tx_0001630,u_06844,2026-02-05 13:19:00,46.81,m_0913,d_008735,ip_009992,c_001969,1,0,none,none
tx_0001631,u_04115,2026-02-16 18:27:00,70.38,m_1098,d_001461,ip_009571,c_004078,1,0,none,none
tx_0001632,u_05360,2026-01-03 06:09:00,159.92,m_1159,d_006651,ip_006675,c_004269,1,0,none,none
tx_0001633,u_04078,2026-02-13 15:13:00,137.72,m_0666,d_006726,ip_004316,c_004082,0,0,none,none
tx_0001634,u_07995,2026-01-29 03:16:00,283.82,m_1030,rd_06_01,ip_002070,c_007832,0,1,ring_06,shared_devices
tx_0001635,u_05463,2026-04-06 18:35:00,131.19,m_0794,d_005086,ip_004867,c_005079,1,0,ring_05,mule_merchants
tx_0001636,u_03628,2026-04-26 07:01:00,25.49,m_1116,d_007660,ip_007529,c_008899,1,0,none,none
tx_0001637,u_04398,2026-01-08 18:19:00,52.76,m_0484,d_007416,ip_006397,c_000125,1,0,none,none
tx_0001638,u_07227,2026-04-20 10:11:00,76.07,m_0115,d_006689,ip_008467,c_001425,1,0,none,none
tx_0001639,u_05608,2026-02-23 12:29:00,80.42,m_0813,d_001187,bip_015,c_001520,0,0,none,none
tx_0001640,u_00148,2026-03-10 15:08:00,40.69,m_0956,d_009680,ip_000387,c_008575,0,1,none,none
tx_0001641,u_03988,2026-02-01 16:19:00,18.24,m_0139,d_004094,ip_008200,c_006285,0,0,none,none
tx_0001642,u_00181,2026-04-29 22:49:00,21.54,m_0388,d_002939,ip_003843,c_006541,1,0,none,none
tx_0001643,u_01100,2026-01-23 04:42:00,68.55,m_1140,d_006943,rip_09_00,c_005142,1,1,ring_09,mule_merchants
tx_0001644,u_04258,2026-04-02 16:06:00,2.14,m_0908,d_003731,ip_007975,c_006638,1,0,none,none
tx_0001645,u_06987,2026-01-31 21:46:00,95.88,m_0983,bd_025,bip_025,c_008500,0,0,none,none
tx_0001646,u_04354,2026-03-31 03:02:00,25.66,m_0208,d_001772,ip_009097,c_006458,0,0,none,none
tx_0001647,u_00155,2026-02-18 14:10:00,31.62,m_0887,d_007155,ip_008945,c_005201,1,1,none,none
tx_0001648,u_03453,2026-03-11 12:08:00,41.07,m_1135,d_006549,ip_007910,c_003765,0,0,none,none
tx_0001649,u_00759,2026-01-26 21:45:00,19.66,m_0489,d_009470,ip_003161,c_007934,0,0,none,none
tx_0001650,u_00420,2026-03-19 09:06:00,82.34,m_0155,d_000804,ip_007361,c_000912,0,0,none,none
tx_0001651,u_05448,2026-01-01 19:10:00,97.18,m_0682,d_004609,ip_003869,c_003039,1,0,none,none
tx_0001652,u_00065,2026-04-18 16:28:00,30.42,m_1127,d_006073,ip_002436,c_000469,0,0,none,none
tx_0001653,u_04207,2026-03-14 18:48:00,53.63,m_0071,d_000245,ip_007194,c_000502,0,0,none,none
tx_0001654,u_02819,2026-02-21 21:07:00,30.83,m_0915,d_006223,ip_010009,c_007544,1,0,none,none
tx_0001655,u_00411,2026-01-22 09:33:00,53.45,m_0637,d_005603,ip_005959,c_006401,0,0,none,none
tx_0001656,u_07216,2026-03-17 18:35:00,27.27,m_0798,d_002458,rip_04_00,c_004572,1,0,ring_04,account_farm
tx_0001657,u_03262,2026-01-29 17:59:00,42.51,m_0254,d_002905,ip_002460,c_004229,0,0,none,none
tx_0001658,u_03598,2026-03-10 06:15:00,21.74,m_0237,d_002242,ip_008969,c_004187,1,0,none,none
tx_0001659,u_01602,2026-04-21 17:08:00,74.87,m_1099,d_003768,ip_007204,c_005648,0,0,none,none
tx_0001660,u_01931,2026-02-15 14:22:00,24.74,m_0638,d_007915,ip_004303,c_001859,1,0,none,none
tx_0001661,u_02313,2026-03-25 17:11:00,33.36,m_0842,d_004314,ip_004893,c_001335,1,0,none,none
tx_0001662,u_05878,2026-01-13 17:03:00,21.35,m_0343,d_008347,ip_009939,c_005779,1,0,none,none
tx_0001663,u_00684,2026-04-08 13:52:00,17.99,m_0388,d_002047,ip_000368,c_008374,0,0,none,none
tx_0001664,u_05989,2026-03-29 14:08:00,8.04,m_0825,d_002903,ip_005027,c_001193,1,0,none,none
tx_0001665,u_03609,2026-03-14 15:13:00,23.47,m_0662,d_002865,ip_001117,c_004158,0,0,none,none
tx_0001666,u_07483,2026-02-22 16:58:00,70.88,m_0477,d_002159,ip_008711,c_005579,0,0,none,none
tx_0001667,u_02867,2026-03-31 12:38:00,6.82,m_0871,d_002608,ip_002837,c_006102,0,0,none,none
tx_0001668,u_06363,2026-02-07 10:28:00,59.3,m_1039,d_001818,ip_004148,c_005454,0,1,none,none
tx_0001669,u_07666,2026-01-21 15:05:00,12.56,m_0951,d_007935,ip_005758,c_005097,1,0,none,none
tx_0001670,u_03363,2026-01-15 08:38:00,47.53,m_0933,d_008210,ip_008032,c_006352,1,0,none,none
tx_0001671,u_07749,2026-04-27 18:32:00,34.15,m_0590,d_001311,ip_001556,c_003582,1,0,none,none
tx_0001672,u_06218,2026-04-28 11:39:00,54.71,m_0209,d_000388,ip_005582,c_008242,1,0,none,none
tx_0001673,u_01406,2026-02-04 19:27:00,20.1,m_0136,d_007659,ip_007110,c_004820,0,0,none,none
tx_0001674,u_05122,2026-02-18 13:12:00,50.08,m_1042,d_009724,ip_002726,c_002081,1,0,none,none
tx_0001675,u_01504,2026-03-18 16:26:00,11.4,m_0125,d_008481,ip_010329,c_003410,1,0,none,none
tx_0001676,u_01754,2026-01-11 14:09:00,17.03,m_0721,d_002880,ip_002280,c_006940,1,0,none,none
tx_0001677,u_05834,2026-03-11 23:19:00,243.91,m_0866,d_007935,ip_001139,c_008226,0,0,none,none
tx_0001678,u_03890,2026-01-15 12:46:00,37.07,m_0241,d_004868,ip_008943,c_008703,1,0,none,none
tx_0001679,u_01698,2026-01-08 20:14:00,60.74,m_1001,d_007693,ip_008359,c_006880,0,0,none,none
tx_0001680,u_05563,2026-03-28 21:16:00,59.92,m_0194,d_005785,ip_001223,c_000304,1,0,none,none
tx_0001681,u_00615,2026-03-20 09:33:00,43.98,m_0282,d_006430,ip_004065,c_007061,1,0,none,none
tx_0001682,u_01741,2026-04-18 16:04:00,72.75,m_0548,d_009248,ip_005354,c_007981,0,0,none,none
tx_0001683,u_02550,2026-03-21 12:04:00,34.19,m_0317,d_004238,ip_005492,c_002702,1,0,none,none
tx_0001684,u_06303,2026-02-13 08:36:00,34.26,m_0005,d_000625,ip_004145,c_000159,1,0,none,none
tx_0001685,u_05419,2026-01-19 14:24:00,9.63,m_0421,d_009803,ip_006053,c_005084,0,0,none,none
tx_0001686,u_03148,2026-01-03 14:41:00,8.32,m_0393,d_003658,ip_000025,c_004673,1,0,none,none
tx_0001687,u_05204,2026-01-13 18:59:00,76.04,m_1145,d_008951,ip_007513,c_008620,0,0,none,none
tx_0001688,u_05595,2026-04-04 11:17:00,62.09,m_0638,d_001901,ip_009891,c_000871,0,0,none,none
tx_0001689,u_01716,2026-01-27 04:22:00,11.84,m_0959,d_001225,ip_005586,c_004246,1,0,none,none
tx_0001690,u_05862,2026-04-25 13:24:00,36.56,m_0945,d_008597,ip_000038,c_001147,1,0,none,none
tx_0001691,u_07002,2026-03-03 18:10:00,11.16,m_1155,d_007787,ip_008099,c_000053,0,0,none,none
tx_0001692,u_03571,2026-01-29 16:29:00,65.82,m_0300,d_004464,ip_005614,c_008873,0,0,none,none
tx_0001693,u_01180,2026-03-27 16:39:00,21.82,m_0728,d_002490,ip_002029,c_001378,1,0,none,none
tx_0001694,u_03968,2026-02-23 15:47:00,38.56,m_0712,d_004952,ip_009061,c_000207,1,0,none,none
tx_0001695,u_03408,2026-02-26 15:43:00,24.67,m_0904,d_007988,ip_008076,c_006799,0,0,none,none
tx_0001696,u_05099,2026-02-16 01:10:00,60.63,m_0096,d_007084,ip_007762,c_000926,0,0,none,none
tx_0001697,u_05276,2026-02-28 18:29:00,72.95,m_0799,d_005087,ip_004665,c_001880,0,0,none,none
tx_0001698,u_01837,2026-04-03 21:47:00,27.05,m_0674,d_007356,ip_009303,c_005515,1,0,none,none
tx_0001699,u_06824,2026-01-14 11:22:00,25.66,m_0618,d_002410,bip_005,c_000236,0,0,none,none
tx_0001700,u_00240,2026-01-10 14:28:00,64.82,m_0229,d_004049,ip_006982,c_008371,1,0,none,none
tx_0001701,u_05286,2026-02-14 07:21:00,29.44,m_0110,rd_10_00,ip_006255,c_002730,0,1,ring_10,shared_devices
tx_0001702,u_00792,2026-03-13 12:51:00,47.64,m_0808,d_007633,ip_009805,c_004588,0,0,none,none
tx_0001703,u_05896,2026-04-05 19:55:00,75.8,m_0685,d_009533,ip_005613,c_004281,0,0,none,none
tx_0001704,u_05532,2026-04-23 09:01:00,37.12,m_0468,d_007908,ip_007885,c_000989,1,1,none,none
tx_0001705,u_01499,2026-01-12 09:55:00,4.37,m_1125,d_006918,ip_003174,c_008655,0,0,none,none
tx_0001706,u_04721,2026-03-15 17:42:00,12.1,m_0404,d_006542,ip_001934,c_002621,0,0,none,none
tx_0001707,u_03292,2026-03-01 06:28:00,13.1,m_0107,d_003526,ip_007305,c_005281,0,0,none,none
tx_0001708,u_06250,2026-04-25 11:45:00,31.24,m_0392,d_004265,ip_003738,c_007980,0,0,none,none
tx_0001709,u_04152,2026-04-25 13:15:00,182.8,m_0224,d_004034,ip_000957,c_003792,1,0,none,none
tx_0001710,u_05861,2026-04-23 06:03:00,31.21,m_0811,d_002569,ip_010003,c_008870,1,0,none,none
tx_0001711,u_03479,2026-01-02 23:43:00,15.98,m_0375,d_005137,ip_009714,c_002158,1,0,none,none
tx_0001712,u_04677,2026-01-11 11:43:00,139.81,m_0268,d_000902,ip_005207,c_007957,0,0,none,none
tx_0001713,u_07129,2026-04-22 16:35:00,1.87,m_0063,d_006031,ip_001925,c_008105,0,0,none,none
tx_0001714,u_07983,2026-01-11 03:28:00,33.31,m_0635,d_007375,ip_004608,c_001736,0,0,none,none
tx_0001715,u_03099,2026-04-24 09:01:00,6.75,m_0576,d_005336,ip_001128,c_004033,1,0,none,none
tx_0001716,u_03578,2026-04-25 18:56:00,66.07,m_0252,d_003376,ip_005944,c_008625,1,0,none,none
tx_0001717,u_02799,2026-04-02 13:56:00,20.74,m_0021,d_004070,ip_004327,c_002873,1,0,none,none
tx_0001718,u_04114,2026-01-31 06:04:00,48.83,m_0997,d_000235,ip_006034,c_007232,1,0,none,none
tx_0001719,u_05956,2026-04-13 14:50:00,39.15,m_0418,d_001323,ip_000075,c_000070,1,0,none,none
tx_0001720,u_05699,2026-01-19 22:40:00,74.15,m_1042,d_000148,ip_008762,c_000732,1,0,none,none
tx_0001721,u_00809,2026-01-03 15:57:00,149.8,m_0994,d_003325,ip_004022,c_000911,0,0,none,none
tx_0001722,u_04527,2026-04-23 18:07:00,49.44,m_1132,d_005867,ip_007505,c_003618,0,0,none,none
tx_0001723,u_03770,2026-04-13 23:55:00,57.57,m_0800,d_004954,ip_000600,c_004447,1,0,none,none
tx_0001724,u_00884,2026-01-26 09:41:00,59.54,m_0164,d_005060,ip_004102,c_005433,1,0,none,none
tx_0001725,u_07996,2026-01-12 19:09:00,25.85,m_0725,d_000152,ip_002791,c_006237,0,0,none,none
tx_0001726,u_03322,2026-02-18 08:22:00,5.64,m_0487,d_005738,ip_003456,c_002028,1,0,none,none
tx_0001727,u_04020,2026-03-09 20:56:00,4.82,m_0578,d_003300,ip_007359,c_008439,1,0,none,none
tx_0001728,u_03698,2026-02-22 22:48:00,45.98,m_0959,d_003056,ip_001674,c_006314,1,0,none,none
tx_0001729,u_02660,2026-03-24 19:47:00,10.45,m_1177,d_005506,ip_000092,c_003886,1,0,none,none
tx_0001730,u_06846,2026-04-11 09:29:00,19.83,m_0849,d_008123,ip_001988,c_008662,1,0,none,none
tx_0001731,u_02265,2026-01-31 23:16:00,8.54,m_0578,d_000904,ip_007329,c_004115,0,0,none,none
tx_0001732,u_01783,2026-03-21 21:49:00,46.62,m_0089,d_004239,ip_003651,c_000716,1,0,none,none
tx_0001733,u_05707,2026-03-21 23:32:00,35.69,m_1000,d_003543,ip_002805,c_001556,1,0,none,none
tx_0001734,u_06894,2026-03-21 22:11:00,20.11,m_0476,d_006020,ip_008179,c_008533,1,0,none,none
tx_0001735,u_00007,2026-03-16 15:00:00,13.23,m_0600,d_008299,ip_002207,c_007610,0,0,none,none
tx_0001736,u_06290,2026-04-28 20:33:00,45.6,m_0491,d_009119,ip_008311,c_004477,1,0,none,none
tx_0001737,u_06422,2026-02-28 05:59:00,29.42,m_0728,d_005641,rip_03_01,c_002606,1,0,ring_03,promo_abuse
tx_0001738,u_00352,2026-01-27 08:46:00,8.43,m_0211,d_008268,ip_008889,c_006337,0,0,none,none
tx_0001739,u_04315,2026-03-12 22:42:00,48.79,m_0325,d_002275,ip_005904,c_008256,0,0,none,none
tx_0001740,u_06022,2026-03-02 17:18:00,21.0,m_0819,d_003624,ip_003448,c_004908,0,0,none,none
tx_0001741,u_07199,2026-03-25 13:35:00,11.7,m_0558,d_007668,ip_002640,c_004807,0,0,none,none
tx_0001742,u_02865,2026-04-12 06:32:00,15.35,m_0855,d_005877,ip_003316,c_008548,1,0,none,none
tx_0001743,u_06602,2026-03-18 15:06:00,34.72,m_0173,d_003717,ip_003643,c_005768,1,0,none,none
tx_0001744,u_03220,2026-04-22 16:31:00,38.83,m_1061,d_003761,ip_008937,c_000923,1,0,none,none
tx_0001745,u_04509,2026-02-05 11:59:00,252.53,m_0332,d_003716,ip_009410,c_004306,0,0,none,none
tx_0001746,u_02299,2026-04-04 15:50:00,28.15,m_0727,d_002142,ip_002958,c_008904,0,0,none,none
tx_0001747,u_05409,2026-03-28 10:30:00,57.94,m_0849,d_009115,ip_006068,c_008629,0,0,none,none
tx_0001748,u_02948,2026-04-19 00:41:00,19.84,m_0511,rd_08_00,rip_08_00,c_001667,0,1,ring_08,account_farm
tx_0001749,u_04680,2026-04-15 19:23:00,40.09,m_0577,d_007469,ip_003068,c_001336,0,0,none,none
tx_0001750,u_05349,2026-03-04 01:43:00,51.87,m_0681,d_001275,ip_009191,c_001238,0,0,none,none
tx_0001751,u_00372,2026-04-18 13:59:00,10.49,m_1085,d_007307,ip_000599,c_002437,1,0,none,none
tx_0001752,u_05201,2026-01-27 22:39:00,128.76,m_0303,d_009628,ip_006916,c_008442,1,0,none,none
tx_0001753,u_01555,2026-04-02 11:12:00,12.24,m_0444,d_003662,ip_001885,c_001631,0,0,none,none
tx_0001754,u_03210,2026-04-12 19:12:00,12.1,m_1007,d_001090,ip_000780,c_001383,1,0,none,none
tx_0001755,u_06878,2026-02-17 11:35:00,19.43,m_0414,d_005505,ip_002538,c_002571,1,0,none,none
tx_0001756,u_05066,2026-03-01 16:48:00,53.07,m_0820,d_007411,ip_002018,c_003484,1,0,none,none
tx_0001757,u_01887,2026-04-19 16:19:00,7.24,m_0956,d_007144,ip_005849,c_001243,1,0,none,none
tx_0001758,u_04312,2026-03-12 11:10:00,112.23,m_0472,d_008888,ip_005699,c_001067,1,0,none,none
tx_0001759,u_02263,2026-01-28 20:00:00,19.25,m_0129,d_008909,ip_002094,c_005769,0,0,none,none
tx_0001760,u_04982,2026-04-27 13:37:00,9.48,m_0544,d_009748,ip_007663,c_001834,1,0,none,none
tx_0001761,u_01419,2026-04-02 11:57:00,32.25,m_0612,d_008565,ip_009128,c_002194,1,0,none,none
tx_0001762,u_06841,2026-02-27 18:02:00,80.14,m_0766,d_004662,ip_010104,c_004004,1,0,none,none
tx_0001763,u_04334,2026-03-20 13:22:00,52.58,m_0743,d_007249,ip_004291,c_008158,1,0,none,none
tx_0001764,u_04575,2026-04-30 10:17:00,54.56,m_0021,d_008397,ip_007892,c_000828,0,0,none,none
tx_0001765,u_03860,2026-04-11 13:09:00,65.49,m_0098,d_005586,ip_001224,c_000714,0,0,none,none
tx_0001766,u_07074,2026-04-05 09:14:00,5.9,m_0540,d_003833,ip_000518,c_007595,1,0,none,none
tx_0001767,u_05512,2026-04-26 16:38:00,15.9,m_0932,d_001497,ip_009194,c_002179,1,0,none,none
tx_0001768,u_03330,2026-03-27 07:15:00,10.55,m_0878,d_009597,ip_004850,c_005378,0,0,none,none
tx_0001769,u_07120,2026-01-13 15:02:00,68.69,m_0447,d_000904,ip_006917,c_006227,1,0,none,none
tx_0001770,u_04578,2026-03-09 12:54:00,14.04,m_0139,d_005293,ip_006915,c_000286,1,0,none,none
tx_0001771,u_03497,2026-02-03 16:02:00,31.99,m_0487,d_005016,ip_006803,c_005329,0,0,none,none
tx_0001772,u_00047,2026-03-20 18:06:00,28.19,m_0448,d_006240,ip_002412,c_006325,1,0,none,none
tx_0001773,u_04930,2026-02-03 23:06:00,115.74,m_0400,d_008027,ip_005003,c_003775,1,0,none,none
tx_0001774,u_03004,2026-01-03 07:43:00,36.3,m_0094,d_009664,ip_010306,c_005244,0,0,none,none
tx_0001775,u_04108,2026-02-27 06:28:00,11.57,m_0989,d_004806,ip_007406,c_003507,1,0,none,none
tx_0001776,u_00773,2026-01-28 07:27:00,11.33,m_0512,d_003815,ip_009210,c_008284,1,0,none,none
tx_0001777,u_03178,2026-01-16 21:02:00,45.75,m_0033,d_005722,ip_001058,c_005208,0,0,none,none
tx_0001778,u_00711,2026-02-28 14:33:00,12.93,m_0048,d_002250,ip_008386,c_004297,0,0,none,none
tx_0001779,u_07816,2026-02-21 09:31:00,27.92,m_1126,rd_14_01,rip_14_00,c_003946,1,0,ring_14,shared_devices
tx_0001780,u_03736,2026-04-29 10:57:00,126.87,m_0365,d_001576,ip_008705,c_006445,1,0,none,none
tx_0001781,u_06296,2026-01-12 19:47:00,30.45,m_0881,d_006293,ip_004264,c_003254,0,0,none,none
tx_0001782,u_03947,2026-04-21 19:47:00,16.75,m_0304,d_003725,ip_004620,c_002253,0,0,none,none
tx_0001783,u_04635,2026-02-17 14:44:00,8.33,m_0550,d_005392,ip_002350,c_002575,1,0,ring_15,promo_abuse
tx_0001784,u_04660,2026-02-02 07:37:00,16.92,m_0350,d_001782,ip_005901,c_008108,1,0,none,none
tx_0001785,u_01968,2026-02-02 22:54:00,99.46,m_1039,d_007523,bip_002,c_002513,1,0,none,none
tx_0001786,u_01969,2026-03-30 09:52:00,84.79,m_0831,d_002076,ip_010143,c_003485,0,0,none,none
tx_0001787,u_03732,2026-02-20 11:17:00,14.47,m_0718,d_004124,ip_004194,c_008682,0,0,none,none
tx_0001788,u_05274,2026-03-13 22:51:00,14.96,m_0799,d_006124,rip_04_00,c_005174,1,0,ring_04,account_farm
tx_0001789,u_02983,2026-04-21 06:18:00,25.01,m_1099,d_009685,ip_007721,c_004684,0,0,none,none
tx_0001790,u_03017,2026-01-20 09:58:00,17.92,m_0895,d_003564,ip_001606,c_002458,0,0,none,none
tx_0001791,u_00144,2026-03-02 09:51:00,24.01,m_0517,d_003338,ip_001748,c_004290,0,0,none,none
tx_0001792,u_00393,2026-02-17 16:40:00,22.47,m_1071,d_007468,ip_005170,c_001171,0,0,none,none
tx_0001793,u_00342,2026-03-20 10:39:00,88.31,m_0701,d_000115,ip_009160,c_007705,1,0,none,none
tx_0001794,u_04250,2026-04-17 21:06:00,54.72,m_1160,d_006366,ip_008083,c_002176,0,0,none,none
tx_0001795,u_04468,2026-01-25 08:37:00,21.4,m_1188,d_003165,ip_003077,c_003436,0,0,none,none
tx_0001796,u_03402,2026-01-17 08:45:00,25.54,m_0900,d_008108,ip_004020,c_002807,1,0,none,none
tx_0001797,u_03142,2026-04-10 22:34:00,52.04,m_0537,d_005770,bip_017,c_004963,0,0,none,none
tx_0001798,u_07404,2026-03-18 11:24:00,19.48,m_1075,d_002612,ip_007510,c_002828,1,0,none,none
tx_0001799,u_05703,2026-03-09 14:39:00,119.17,m_0993,d_008443,ip_004296,c_007190,0,0,none,none
tx_0001800,u_05843,2026-04-09 15:16:00,38.52,m_0288,d_002816,ip_005243,c_008979,1,0,none,none
tx_0001801,u_07640,2026-02-28 15:38:00,35.72,m_1195,d_003021,ip_007475,c_008091,0,0,none,none
tx_0001802,u_04962,2026-02-04 14:00:00,18.5,m_0296,d_009120,ip_002850,c_003709,0,0,none,none
tx_0001803,u_00566,2026-01-14 15:45:00,29.62,m_0274,d_003835,ip_009390,c_005844,0,0,none,none
tx_0001804,u_04573,2026-02-12 17:54:00,19.6,m_0315,d_006102,ip_001494,c_004056,1,0,none,none
tx_0001805,u_02227,2026-01-15 06:43:00,83.15,m_0967,d_006246,ip_003540,c_003493,1,0,none,none
tx_0001806,u_01077,2026-01-29 06:15:00,16.62,m_0874,d_007408,ip_009518,c_005338,1,0,none,none
tx_0001807,u_04500,2026-04-04 15:07:00,37.37,m_0486,d_000992,ip_005153,c_007180,0,0,none,none
tx_0001808,u_04212,2026-03-24 10:30:00,17.99,m_0026,d_004991,ip_000132,c_000849,0,0,none,none
tx_0001809,u_01103,2026-02-03 20:04:00,23.2,m_0117,d_008278,ip_007484,c_003611,0,0,none,none
